Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Costa Rica,265486,+2392,3365 ,+24,212525,49596,433,51716,655,1033203,201266,5133520 ,North America
Ethiopia,261580,+778,3840 ,+18,206870,50870,765,2229,33,2609897,22238,117362028 ,Africa
Denmark,257505,+1023,2495 ,+2,244364,10646,34,44325,429,41474152,7139009,5809511 ,Europe
Lithuania,255420,+1280,4020 ,+16,229667,21733,186,94955,1494,2935816,1091422,2689901 ,Europe
Moldova,252413,+260,5929 ,+17,242796,3688,181,62696,1473,1012761,251556,4025994 ,Europe
Ireland,251904,+430,4921 ,,234404,12579,34,50538,987,4599866,922839,4984474 ,Europe
Slovenia,245161,+608,4285 ,+3,231559,9317,142,117912,2061,1199033,576685,2079181 ,Europe
Egypt,235140,+1125,13779 ,+65,175928,45433,90,2262,133,2715258,26117,103963661 ,Africa
Guatemala,233696,+1257,7695 ,+18,211572,14429,5,12844,423,1298713,71376,18195353 ,North America
Armenia,218681,+356,4209 ,+17,203307,11165,,73681,1418,1008307,339732,2967945 ,Asia
Honduras,217595,+631,5502 ,+63,80583,131510,561,21678,548,645503,64308,10037725 ,North America
Uruguay,216146,+2697,3032 ,+60,187153,25961,537,62041,870,1885930,541320,3483946 ,South America
Qatar,210070,+600,496 ,+3,199444,10130,274,74816,177,1937204,689935,2807805 ,Asia
Venezuela,205181,+1124,2263 ,+19,187665,15253,316,7233,80,3359014,118411,28367444 ,South America
Bosnia and Herzegovina,200693,+340,8790 ,+28,164717,27186,,61497,2693,922568,282697,3263454 ,Europe
Oman,199344,,2083 ,,181696,15565,283,38218,399,1550000,297163,5215985 ,Asia
Bahrain,186403,+1706,674 ,+4,173036,12693,101,106443,385,4206579,2402112,1751200 ,Asia
Libya,179697,+504,3063 ,+4,165931,10703,,25855,441,972747,139957,6950315 ,Africa
Nigeria,165340,+39,2065 ,,155454,7821,11,786,10,1939165,9215,210442777 ,Africa
Kenya,162666,+568,2865 ,+15,110653,49148,190,2970,52,1710414,31229,54769918 ,Africa
North Macedonia,153694,+233,5067 ,+25,137331,11296,124,73774,2432,734904,352759,2083301 ,Europe
Myanmar,142903,+29,3210 ,,132000,7693,,2612,59,2586547,47270,54719008 ,Asia
Albania,131577,+67,2408 ,+2,115253,13916,18,45764,838,650005,226079,2875127 ,Europe
S. Korea,126044,+525,1860 ,+9,116022,8162,162,2457,36,9051354,176417,51306656 ,Asia
Estonia,124553,+407,1193 ,+6,115060,8300,50,93840,899,1318022,993015,1327293 ,Europe
Algeria,123692,+219,3315 ,+8,86149,34228,28,2778,74,230861,5186,44519649 ,Africa
Latvia,122545,+1036,2197 ,+19,111473,8875,81,65587,1176,2362996,1264696,1868430 ,Europe
Sri Lanka,121338,+1914,764 ,+19,101763,18811,,5646,36,2849991,132623,21489420 ,Asia
Norway,115818,+407,767 ,,88952,26099,28,21223,141,5316358,974198,5457163 ,Europe
Cuba,113876,+1162,713 ,+12,107476,5687,115,10059,63,3787896,334598,11320742 ,North America
Montenegro,98142,+100,1533 ,+7,94655,1954,64,156244,2441,383596,610691,628134 ,Europe
Kyrgyzstan,97663,+385,1643 ,+3,90959,5061,70,14764,248,1017506,153815,6615134 ,Asia
Uzbekistan,93597,+421,660 ,+3,89338,3599,23,2763,19,1377915,40671,33879305 ,Asia
Ghana,92856,+28,783 ,,90480,1593,6,2937,25,1108763,35065,31620038 ,Africa
Zambia,92004,+58,1256 ,,90316,432,36,4889,67,1431929,76097,18817059 ,Africa
China,90739,+13,4636 ,,85795,308,3,63,3,160000000,111163,1439323776 ,Asia
Finland,88332,+254,922 ,+3,46000,41410,28,15921,166,4615178,831859,5548028 ,Europe
Thailand,78855,+2044,363 ,+27,49172,29320,1170,1127,5,8124896,116155,69948647 ,Asia
Cameroon,74946,,1152 ,,70497,3297,385,2765,43,1257949,46415,27102385 ,Africa
El Salvador,70255,+126,2146 ,+3,65778,2331,31,10785,329,934357,143439,6513963 ,North America
Mozambique,70138,+30,820 ,+1,67706,1612,38,2192,26,525385,16422,31992056 ,Africa
Cyprus,68766,+324,332 ,+4,39061,29373,59,56606,273,5181292,4265112,1214808 ,Asia
Luxembourg,68153,+133,801 ,,64943,2409,33,107398,1262,2711542,4272951,634583 ,Europe
Afghanistan,61755,+300,2683 ,+10,54019,5053,1124,1557,68,417283,10520,39667381 ,Asia
Singapore,61311,+25,31 ,,60906,374,2,10411,5,9906797,1682160,5889331 ,Asia
Namibia,49552,+92,682 ,+8,47146,1724,43,19208,264,397272,153996,2579758 ,Africa
Botswana,48417,,734 ,,46226,1457,1,20244,307,1086267,454184,2391688 ,Africa
Jamaica,46428,+90,801 ,+3,22018,23609,21,15621,270,340151,114447,2972132 ,North America
Ivory Coast,46344,+29,291 ,,45790,263,,1721,11,605248,22476,26928434 ,Africa
Mongolia,43201,+737,153 ,+11,28533,14515,123,13001,46,2762832,831452,3322899 ,Asia
Uganda,42224,+72,346 ,+1,41652,226,24,899,7,1032526,21990,46954508 ,Africa
Senegal,40621,+43,1116 ,,39316,189,10,2373,65,488257,28527,17115337 ,Africa
Madagascar,38641,+304,701 ,+6,35116,2824,351,1366,25,189996,6716,28290383 ,Africa
Zimbabwe,38403,+5,1576 ,+1,36041,786,12,2552,105,429710,28560,15045847 ,Africa
Malawi,34158,+7,1152 ,,32145,861,11,1748,59,235195,12033,19546127 ,Africa
Maldives,34134,+766,82 ,+5,25782,8270,90,62222,149,752971,1372572,548584 ,Asia
Sudan,33648,,2365 ,,27247,4036,,753,53,232965,5210,44712026 ,Africa
Malta,30432,+12,417 ,+1,29763,252,,68767,942,879997,1988510,442541 ,Europe
DRC,30240,+39,772 ,+2,26324,3144,,329,8,151894,1654,91849784 ,Africa
Australia,29897,+11,910 ,,28758,229,1,1161,35,17128901,665193,25750285 ,Australia/Oceania
Angola,28201,+280,628 ,+6,24698,2875,35,836,19,513297,15220,33725272 ,Africa
Cabo Verde,25837,+311,231 ,+1,22323,3283,23,46047,412,154030,274515,561099 ,Africa
Rwanda,25539,+53,338 ,,24050,1151,1,1931,26,1337100,101122,13222636 ,Africa
Gabon,23311,+110,142 ,+2,19838,3331,22,10269,63,743110,327363,2269987 ,Africa
Syria,23256,+65,1639 ,+8,18166,3451,,1302,92,103566,5799,17858790 ,Asia
Guinea,22553,+48,149 ,+1,20147,2257,24,1679,11,440858,32820,13432554 ,Africa
Réunion,21601,,150 ,,19848,1603,36,23982,167,102720,114041,900728 ,Africa
French Guiana,20366,+140,104 ,,9995,10267,18,66730,341,225358,738394,305200 ,South America
Mayotte,20134,,170 ,,2964,17000,4,72331,611,174251,625992,278360 ,Africa
French Polynesia,18790,+14,141 ,,18617,32,1,66564,499,26355,93363,282285 ,Australia/Oceania
Mauritania,18613,+37,456 ,,17847,310,14,3916,96,241617,50840,4752536 ,Africa
Eswatini,18474,+1,671 ,,17773,30,3,15785,573,191494,163623,1170335 ,Africa
Cambodia,18179,+558,114 ,,6884,11181,,1075,7,975806,57690,16914637 ,Asia
Guadeloupe,15360,,210 ,,2242,12908,18,38383,525,187796,469276,400182 ,North America
Somalia,14368,,745 ,,6152,7471,,883,46,117534,7226,16266237 ,Africa
Guyana,14073,+116,314 ,+4,11928,1831,14,17819,398,128826,163118,789771 ,South America
Mali,14059,+30,497 ,+4,8937,4625,,678,24,260249,12547,20741348 ,Africa
Andorra,13390,+27,127 ,,12936,327,12,173064,1641,193595,2502197,77370 ,Europe
Burkina Faso,13353,,162 ,,13111,80,,624,8,181252,8475,21385551 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1369,9,,,9718231 ,Asia
Haiti,13164,,263 ,,12154,747,,1143,23,60085,5216,11520146 ,North America
Togo,13106,+16,124  ,,11580,1402,,1552,15,316098,37442,8442228 ,Africa
Trinidad and Tobago,12720,+324,196 ,+5,9044,3480,38,9064,140,139640,99506,1403334 ,North America
Belize,12686,+4,323 ,,12288,75,1,31423,800,120939,299559,403723 ,North America
Curaçao,12228,+6,113 ,,11920,195,22,74261,686,98732,599604,164662 ,North America
Hong Kong,11802,+3,210 ,,11473,119,3,1563,28,13412611,1776854,7548518 ,Asia
Papua New Guinea,11630,,121 ,,10312,1197,,1279,13,95014,10452,9090082 ,Australia/Oceania
Martinique,11558,,83 ,,98,11377,24,30820,221,163838,436880,375018 ,North America
Djibouti,11319,+12,148 ,,11041,130,,11317,148,151665,151643,1000147 ,Africa
Congo,11147,+131,148 ,+1,8208,2791,,1979,26,92500,16423,5632490 ,Africa
Suriname,10933,+117,214 ,+1,9694,1025,24,18497,362,52728,89206,591084 ,South America
Bahamas,10773,+62,212 ,+1,9781,780,5,27175,535,89754,226408,396426 ,North America
Lesotho,10761,+12,319 ,,6427,4015,,4990,148,83335,38641,2156639 ,Africa
Aruba,10736,+15,100 ,,10505,131,14,100195,933,151652,1415311,107151 ,North America
South Sudan,10637,+17,115 ,,10312,210,,941,10,155471,13753,11304789 ,Africa
Benin,7884,,100 ,,7652,132,35,636,8,595112,48030,12390502 ,Africa
Equatorial Guinea,7694,,112 ,,7279,303,7,5337,78,123169,85434,1441687 ,Africa
Nicaragua,6989,,183 ,,4225,2581,,1044,27,,,6691251 ,North America
CAR,6674,,93 ,,5112,1469,2,1362,19,40907,8347,4900689 ,Africa
Iceland,6506,+6,29 ,,6347,130,5,18961,85,613017,1786591,343121 ,Europe
Yemen,6446,+20,1269 ,+4,2978,2199,23,212,42,31386,1033,30379807 ,Asia
Seychelles,6373,,28 ,,5277,1068,,64463,283,21504,217513,98863 ,Africa
Gambia,5925,,175 ,,5547,203,3,2395,71,76379,30875,2473779 ,Africa
Niger,5310,+1,192 ,,4876,242,18,213,8,100105,4014,24941425 ,Africa
San Marino,5067,,90 ,,4935,42,4,149064,2648,61760,1816898,33992 ,Europe
Chad,4862,+8,170 ,,4622,70,,289,10,115130,6844,16822255 ,Africa
Saint Lucia,4607,+5,75 ,,4427,105,1,24992,407,41126,223100,184339 ,North America
Gibraltar,4286,,94 ,,4188,4,1,127249,2791,235484,6991390,33682 ,Europe
Burundi,4132,+39,6 ,,773,3353,,339,0.5,90019,7386,12188489 ,Africa
Sierra Leone,4068,,79 ,,3078,911,,501,10,153257,18888,8113840 ,Africa
Channel Islands,4056,,86 ,,3956,14,,23148,491,454413,2593385,175220 ,Europe
Barbados,3931,+2,45 ,,3847,39,,13665,156,157606,547863,287674 ,North America
Comoros,3854,+2,146 ,,3682,26,,4354,165,,,885223 ,Africa
Eritrea,3742,+8,12 ,,3602,128,,1043,3,23693,6604,3587929 ,Africa
Guinea-Bissau,3739,+1,67 ,,3387,285,9,1863,33,64589,32179,2007194 ,Africa
Vietnam,3137,+47,35 ,,2560,542,,32,0.4,2958119,30160,98080462 ,Asia
Timor-Leste,2965,+95,4 ,,1596,1365,,2213,3,69967,52228,1339641 ,Asia
Liechtenstein,2963,+2,58 ,+1,2858,47,5,77523,1517,39109,1023233,38221 ,Europe
New Zealand,2634,+1,26 ,,2582,26,,527,5,2046919,409212,5002100 ,Australia/Oceania
Monaco,2477,+2,32 ,,2402,43,1,62744,811,51953,1315999,39478 ,Europe
Bermuda,2432,+3,30 ,,2062,340,14,39174,483,245104,3948069,62082 ,North America
Turks and Caicos,2402,,17 ,,2358,27,2,61338,434,60836,1553524,39160 ,North America
Sao Tome and Principe,2317,,35 ,,2258,24,,10409,157,12999,58398,222595 ,Africa
Sint Maarten,2250,+3,27 ,,2197,26,2,51977,624,26359,608922,43288 ,North America
Liberia,2114,+1,85 ,,1962,67,2,410,16,97875,18976,5157851 ,Africa
St. Vincent Grenadines,1895,+6,12 ,,1741,142,2,17035,108,45888,412517,111239 ,North America
Saint Martin,1773,,12 ,,1399,362,7,45203,306,27588,703363,39223 ,North America
Isle of Man,1590,,29 ,,1549,12,1,18615,340,44761,524041,85415 ,Europe
Caribbean Netherlands,1577,+4,17 ,+1,1542,18,,59669,643,10040,379886,26429 ,North America
Antigua and Barbuda,1232,,32 ,,1014,186,1,12493,324,16700,169344,98616 ,North America
Mauritius,1226,+10,17 ,,1121,88,,963,13,358675,281632,1273560 ,Africa
Laos,1205,+28, ,,122,1083,,164,,186954,25385,7364820 ,Asia
Bhutan,1190,+29,1 ,,1037,152,,1528,1,721983,927045,778800 ,Asia
