Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Ethiopia,255288,+1244,3639 ,+34,196424,55225,940,2177,31,2568346,21897,117291792 ,Africa
Moldova,250138,+424,5780 ,+18,238926,5432,213,62127,1436,980813,243606,4026223 ,Europe
Denmark,249785,+835,2481 ,+2,237757,9547,36,43000,427,36749399,6326276,5809010 ,Europe
Ireland,247857,+368,4896 ,+12,230194,12767,45,49739,983,4416913,886375,4983118 ,Europe
Costa Rica,245601,+2434,3202 ,+16,202215,40184,351,47853,624,966243,188264,5132377 ,North America
Lithuania,244569,+1599,3903 ,+18,220565,20101,222,90890,1450,2761193,1026150,2690828 ,Europe
Slovenia,238421,+398,4236 ,+15,224907,9278,155,114671,2037,1166213,560902,2079174 ,Europe
Egypt,225528,+1011,13219 ,+51,169308,43001,90,2170,127,2715258,26129,103916127 ,Africa
Guatemala,224621,+1596,7478 ,+25,200241,16902,5,12351,411,1241474,68261,18187192 ,North America
Armenia,214872,+808,4071 ,+13,196289,14512,,72401,1372,974776,328450,2967809 ,Asia
Honduras,208356,+1036,5212 ,+19,78127,125017,596,20765,519,612712,61065,10033849 ,North America
Qatar,204289,+690,445 ,+4,186318,17526,383,72758,158,1893606,674408,2807805 ,Asia
Bosnia and Herzegovina,197378,+646,8464  ,+46,158160,30754,,60472,2593,900774,275976,3263953 ,Europe
Venezuela,194959,+1238,2099 ,+17,177082,15778,322,6872,74,3359014,118403,28369417 ,South America
Uruguay,193027,+2931,2497 ,+45,162407,28123,535,55409,717,1774981,509518,3483650 ,South America
Oman,192326,+928,2001 ,+9,171848,18477,275,36895,384,1550000,297346,5212781 ,Asia
Libya,176701,+447,3019 ,+9,162188,11494,,25432,435,954000,137305,6948017 ,Africa
Bahrain,174659,+1111,632 ,+6,163937,10090,104,99820,361,4060011,2320355,1749737 ,Asia
Nigeria,164993,+81,2063 ,,155021,7909,11,784,10,1912628,9094,210316761 ,Africa
Kenya,158326,+834,2688 ,+23,107882,47756,18,2892,49,1659506,30316,54740725 ,Africa
North Macedonia,151569,+447,4772 ,+30,131530,15267,124,72754,2291,716173,343768,2083303 ,Europe
Myanmar,142790,+50,3209 ,+2,131955,7626,,2610,59,2572992,47030,54710053 ,Asia
Albania,130859,+123,2386 ,+3,107887,20586,18,45513,830,628802,218698,2875204 ,Europe
Algeria,121580,+236,3234 ,+9,84745,33601,20,2732,73,230861,5188,44500152 ,Africa
Estonia,121232,+396,1148 ,,109860,10224,57,91339,865,1274663,960364,1327271 ,Europe
S. Korea,120673,+775,1821 ,+1,110248,8604,160,2352,35,8766498,170868,51305575 ,Asia
Latvia,117099,+967,2118 ,+8,106353,8628,84,62655,1133,2257952,1208146,1868939 ,Europe
Norway,112156,+470,753 ,+17,88952,22451,40,20556,138,5168923,947362,5456122 ,Europe
Sri Lanka,104953,+1466,661 ,+6,95083,9209,,4884,31,2538334,118132,21487218 ,Asia
Cuba,104512,+988,614 ,+10,98536,5362,70,9232,54,3586214,316778,11320912 ,North America
Montenegro,97080,+150,1485 ,+7,93188,2407,69,154554,2364,373053,593909,628132 ,Europe
Kyrgyzstan,94599,+322,1592 ,+3,88658,4349,25,14306,241,977572,147837,6612485 ,Asia
Ghana,92513,+49,779 ,,90151,1583,8,2927,25,1075602,34034,31604057 ,Africa
Zambia,91484,+66,1249 ,,89743,492,44,4865,66,1389400,73887,18804350 ,Africa
China,90622,+12,4636 ,,85669,317,2,63,3,160000000,111163,1439323776 ,Asia
Uzbekistan,90008,+378,646 ,,86449,2913,23,2658,19,1377915,40686,33867373 ,Asia
Finland,86405,+244,911 ,+3,46000,39494,33,15575,164,4437134,799798,5547817 ,Europe
Mozambique,69804,+42,814 ,,64541,4449,43,2183,25,515115,16112,31970440 ,Africa
El Salvador,69061,+139,2117 ,+6,64766,2178,33,10603,325,909746,139678,6513160 ,North America
Luxembourg,66826,+232,792 ,+1,63175,2859,30,105349,1249,2643271,4167015,634332 ,Europe
Cameroon,65998,,991 ,,57821,7186,385,2437,37,1257949,46443,27086086 ,Africa
Cyprus,64565,+845,306 ,+3,39061,25198,75,53158,252,4813845,3963343,1214592 ,Asia
Thailand,61699,+2012,178 ,+15,34402,27119,1,882,3,8124896,116162,69944353 ,Asia
Singapore,61086,+23,30 ,,60718,338,,10374,5,9536636,1619618,5888201 ,Asia
Afghanistan,59576,+206,2618 ,+7,52974,3984,1124,1503,66,400412,10100,39645770 ,Asia
Namibia,48177,+166,638 ,+4,45909,1630,42,18683,247,384768,149214,2578625 ,Africa
Botswana,46600,,702 ,,44740,1158,1,19494,294,992876,415339,2390518 ,Africa
Ivory Coast,45943,+58,286 ,+1,45469,188,,1707,11,590207,21931,26912323 ,Africa
Jamaica,45292,+80,770 ,+3,20842,23680,30,15241,259,328453,110523,2971815 ,North America
Uganda,41766,+29,341 ,,40898,527,24,890,7,1010071,21528,46918815 ,Africa
Senegal,40249,+56,1107 ,+1,38991,151,10,2353,65,476889,27881,17104449 ,Africa
Zimbabwe,38191,+27,1565 ,,35517,1109,12,2539,104,411559,27363,15040525 ,Africa
Madagascar,36510,+320,631 ,+17,30070,5809,398,1291,22,179776,6359,28272820 ,Africa
Malawi,34052,+5,1147 ,,31972,933,6,1743,59,231473,11850,19533931 ,Africa
Mongolia,33608,+1171,97 ,+9,18033,15478,103,10118,29,2674256,805111,3321600 ,Asia
Sudan,33104,,2349 ,,26795,3960,,741,53,232965,5213,44686784 ,Africa
Malta,30249,+15,413 ,,29462,374,,68357,933,863481,1951317,442512 ,Europe
DRC,29768,+67,763 ,+3,26172,2833,,324,8,148280,1616,91782527 ,Africa
Australia,29749,+24,910 ,,28583,256,1,1156,35,16746095,650510,25743012 ,Australia/Oceania
Maldives,29052,+464,72 ,+1,24575,4405,90,52981,131,719412,1311958,548350 ,Asia
Angola,26168,+226,591 ,+4,23584,1993,24,776,18,462632,13728,33700014 ,Africa
Rwanda,24888,+74,332 ,+1,23175,1381,3,1883,25,1303996,98678,13214717 ,Africa
Cabo Verde,23181,+409,213 ,+2,19958,3010,23,41324,380,145940,260165,560951 ,Africa
Gabon,22568,,138 ,,19173,3257,19,9948,61,716093,315641,2268692 ,Africa
Syria,22513,+124,1572 ,+13,16471,4470,,1261,88,103566,5803,17848306 ,Asia
Guinea,22087,+41,141 ,,19558,2388,24,1645,11,429191,31972,13423762 ,Africa
Réunion,20381,,148 ,,18659,1574,36,22631,164,101244,112422,900571 ,Africa
Mayotte,20055,+206,170 ,+1,2964,16921,6,72089,611,168628,606144,278198 ,Africa
French Guiana,19264,+165,100 ,,9995,9169,20,63159,328,213547,700133,305009 ,South America
French Polynesia,18746,+2,141 ,,4842,13763,3,66417,500,26355,93376,282245 ,Australia/Oceania
Eswatini,18452,+4,671 ,,17743,38,3,15770,573,185530,158567,1170040 ,Africa
Mauritania,18346,+32,455 ,,17632,259,14,3863,96,231760,48797,4749520 ,Africa
Guadeloupe,14555,+886,198 ,+13,2242,12115,18,36371,495,180000,449798,400180 ,North America
Somalia,13915,,713 ,,5847,7355,,856,44,111801,6878,16255291 ,Africa
Mali,13780,+58,477 ,+1,8358,4945,,665,23,252512,12183,20726947 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1370,9,,,9712951 ,Asia
Burkina Faso,13286,+19,157 ,+1,13000,129,,622,7,178827,8368,21371404 ,Africa
Andorra,13148,+27,125 ,+1,12590,433,24,169943,1616,193595,2502294,77367 ,Europe
Haiti,13017,,254 ,,12143,620,,1130,22,60085,5217,11516729 ,North America
Guyana,12963,+137,293 ,+2,11070,1600,13,16416,371,120028,151996,789678 ,South America
Togo,12898,+14,122 ,,10949,1827,,1529,14,308615,36577,8437444 ,Africa
Belize,12639,+8,323 ,+1,12198,118,1,31320,800,116406,288459,403545 ,North America
Curaçao,12146,,107 ,,11339,700,22,73770,650,93074,565298,164646 ,North America
Cambodia,11761,+698,88 ,+6,4698,6975,,696,5,878976,51983,16908946 ,Asia
Hong Kong,11756,+7,209 ,,11392,155,3,1558,28,11193673,1483190,7547024 ,Asia
Martinique,11253,,75 ,,98,11080,33,30006,200,157145,419025,375025 ,North America
Djibouti,10986,+55,142 ,,10570,274,,10988,142,148675,148706,999794 ,Africa
Papua New Guinea,10915,+80,107 ,+2,8773,2035,,1201,12,86619,9533,9085908 ,Australia/Oceania
Lesotho,10730,+2,316 ,,6267,4147,,4976,147,78178,36257,2156222 ,Africa
Congo,10678,,144 ,,8208,2326,,1897,26,92500,16432,5629140 ,Africa
Aruba,10585,+15,98 ,,10298,189,14,98797,915,146889,1371013,107139 ,North America
South Sudan,10553,,114 ,,10312,127,,934,10,149288,13210,11301563 ,Africa
Bahamas,10349,+129,198 ,,9421,730,4,26112,500,86130,217317,396334 ,North America
Suriname,10218,+61,201 ,,9249,768,21,17291,340,50072,84731,590955 ,South America
Trinidad and Tobago,10170,+223,163 ,+2,8351,1656,8,7248,116,129781,92488,1403223 ,North America
Benin,7821,+101,99 ,+2,7580,142,35,632,8,590214,47665,12382667 ,Africa
Equatorial Guinea,7559,,107 ,,7097,355,5,5247,74,120652,83754,1440547 ,Africa
Nicaragua,6898,,182 ,,4225,2491,,1031,27,,,6689314 ,North America
Iceland,6456,+9,29 ,,6244,183,4,18819,85,593603,1730288,343066 ,Europe
CAR,6359,,87 ,,5112,1160,2,1298,18,40907,8351,4898622 ,Africa
Yemen,6263,+43,1216 ,+9,2700,2347,23,206,40,23855,786,30363617 ,Asia
Gambia,5885,+3,174 ,,5329,382,3,2381,70,67117,27150,2472103 ,Africa
Seychelles,5456,+102,26 ,,4675,755,,55196,263,21504,217546,98848 ,Africa
Niger,5224,+4,191 ,,4847,186,18,210,8,98294,3944,24919746 ,Africa
San Marino,5059,+1,90 ,,4897,72,4,148838,2648,60733,1786790,33990 ,Europe
Chad,4789,+10,170 ,,4408,211,,285,10,113301,6740,16810617 ,Africa
Saint Lucia,4508,,74 ,,4350,84,,24458,401,39935,216664,184318 ,North America
Gibraltar,4283,,94 ,,4185,4,1,127156,2791,232780,6910905,33683 ,Europe
Channel Islands,4055,,86 ,,3956,13,1,23147,491,454413,2593963,175181 ,Europe
Sierra Leone,4049,+3,79 ,,3058,912,,499,10,119155,14693,8109843 ,Africa
Burundi,3941,+57,6 ,,773,3162,,324,0.5,90019,7391,12179743 ,Africa
Comoros,3833,+2,146 ,,3664,23,,4332,165,,,884767 ,Africa
Barbados,3831,+3,44 ,,3750,37,,13318,153,152399,529779,287665 ,North America
Guinea-Bissau,3731,,67 ,,3267,397,9,1860,33,63001,31406,2006047 ,Africa
Eritrea,3659,+19,10 ,,3492,157,,1020,3,23693,6606,3586722 ,Africa
Liechtenstein,2908,+5,57 ,,2774,77,6,76090,1491,32252,843896,38218 ,Europe
Vietnam,2865,+8,35 ,,2516,314,,29,0.4,2598753,26502,98058948 ,Asia
New Zealand,2610,+1,26 ,,2557,27,,522,5,2008199,401471,5002100 ,Australia/Oceania
Monaco,2447,+5,32 ,,2342,73,2,61995,811,51953,1316232,39471 ,Europe
Turks and Caicos,2384,+5,17 ,,2342,25,2,60899,434,53267,1360692,39147 ,North America
Bermuda,2374,+12,24 ,,1768,582,28,38236,387,237533,3825747,62088 ,North America
Sao Tome and Principe,2301,+2,35 ,,2239,27,,10342,157,12999,58424,222495 ,Africa
Sint Maarten,2226,+6,27 ,,2184,15,1,51437,624,26359,609090,43276 ,North America
Timor-Leste,2124,+76,3 ,,1020,1101,,1586,2,66785,49876,1339022 ,Asia
Liberia,2099,+1,85 ,,1949,65,2,407,16,95315,18490,5154920 ,Africa
St. Vincent Grenadines,1850,+6,11 ,,1711,128,2,16632,99,44894,403614,111230 ,North America
Saint Martin,1745,+25,12 ,,1399,334,7,44507,306,27588,703650,39207 ,North America
Isle of Man,1587,,29 ,,1545,13,1,18582,340,44761,524109,85404 ,Europe
Caribbean Netherlands,1556,,15 ,,1465,76,,58888,568,10025,379404,26423 ,North America
Antigua and Barbuda,1232,,32 ,,1014,186,1,12495,325,16700,169378,98596 ,North America
Mauritius,1207,+1,17 ,,1068,122,,948,13,358675,281643,1273508 ,Africa
Taiwan,1116,+6,12 ,,1050,54,,47,0.5,539626,22624,23852316 ,Asia
Bhutan,1059,+6,1 ,,961,97,,1360,1,698560,897210,778591 ,Asia
