Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Honduras,206907,+526,5141 ,+41,77679,124087,596,20622,512,607121,60510,10033418 ,North America
Qatar,202904,+703,437 ,+9,183100,19367,395,72264,156,1884662,671223,2807805 ,Asia
Bosnia and Herzegovina,195971,+1238,8350 ,+147,155647,31974,,60040,2558,894305,273990,3264008 ,Europe
Venezuela,192498,+980,2065 ,+18,175242,15191,293,6785,73,3359014,118402,28369636 ,South America
Oman,190270,+1454,1983 ,+6,169784,18503,274,36503,380,1550000,297366,5212425 ,Asia
Uruguay,187349,+2484,2391 ,+65,157560,27398,535,53780,686,1745442,501043,3483618 ,South America
Libya,175753,+467,3005 ,+9,161160,11588,,25296,433,948581,136530,6947762 ,Africa
Bahrain,172576,+1206,625 ,+1,161491,10460,101,98639,357,4029661,2303223,1749575 ,Asia
Nigeria,164756,+37,2062 ,,154963,7731,11,783,10,1912628,9095,210302759 ,Africa
Kenya,156981,+194,2643 ,+21,106836,47502,205,2868,48,1646988,30089,54737482 ,Africa
North Macedonia,150672,+84,4714 ,+37,129909,16049,124,72324,2263,710265,340932,2083304 ,Europe
Myanmar,142722,+10,3207 ,+1,131932,7583,,2609,59,2567294,46926,54709058 ,Asia
Albania,130606,+69,2379 ,+1,106465,21762,18,45425,827,623705,216925,2875212 ,Europe
Algeria,121112,+190,3217 ,+10,84440,33455,20,2722,72,230861,5188,44497985 ,Africa
Estonia,120377,+162,1145 ,+2,107906,11326,59,90695,863,1264876,952992,1327268 ,Europe
S. Korea,119387,+500,1817 ,+4,108850,8720,132,2327,35,8672979,169046,51305454 ,Asia
Latvia,115536,+220,2106 ,+4,105622,7808,78,61817,1127,2219303,1187431,1868996 ,Europe
Norway,111162,+550,736 ,,88952,21474,42,20374,135,5129127,940088,5456007 ,Europe
Cuba,102441,+938,597 ,+6,96322,5522,64,9049,53,3541978,312870,11320930 ,North America
Sri Lanka,102376,+997,647 ,+5,94577,7152,,4765,30,2374627,110515,21486973 ,Asia
Montenegro,96779,+119,1473 ,+8,92756,2550,69,154075,2345,370416,589711,628131 ,Europe
Kyrgyzstan,94030,+199,1584 ,+2,88212,4234,25,14221,240,967200,146275,6612191 ,Asia
Ghana,92346,+180,777 ,,89975,1594,8,2922,25,1066767,33756,31602281 ,Africa
Zambia,91378,+20,1248 ,+2,89678,452,39,4860,66,1380599,73425,18802937 ,Africa
China,90599,+11,4636 ,,85652,311,4,63,3,160000000,111163,1439323776 ,Asia
Uzbekistan,89355,+328,645 ,+2,85976,2734,23,2638,19,1377915,40687,33866047 ,Asia
Finland,85937,+133,906 ,+3,46000,39031,33,15490,163,4388604,791054,5547794 ,Europe
Mozambique,69715,+50,809 ,+2,62927,5979,43,2181,25,513095,16050,31968038 ,Africa
El Salvador,68771,+303,2106 ,+3,64587,2078,33,10559,323,907295,139304,6513071 ,North America
Luxembourg,66374,+56,791 ,+1,62964,2619,30,104641,1247,2624570,4137716,634304 ,Europe
Cameroon,65998,,991 ,,57821,7186,385,2437,37,1257949,46446,27084275 ,Africa
Cyprus,62960,+611,301 ,+3,39061,23598,78,51837,248,4730157,3894518,1214568 ,Asia
Singapore,61051,+45,30 ,,60682,339,,10369,5,9278789,1575861,5888076 ,Asia
Afghanistan,59225,+204,2598 ,+6,52520,4107,1124,1494,66,397014,10015,39643369 ,Asia
Thailand,57508,+2048,148 ,+8,31593,25767,1,822,2,8124896,116163,69943875 ,Asia
Namibia,47941,+165,628 ,+3,45642,1671,43,18593,244,382185,148220,2578500 ,Africa
Ivory Coast,45863,+11,283 ,+1,45413,167,,1704,11,573182,21300,26910533 ,Africa
Botswana,45855,,691 ,,41338,3826,1,19183,289,982095,410852,2390388 ,Africa
Jamaica,45145,+141,761 ,+1,20626,23758,27,15191,256,325536,109542,2971779 ,North America
Uganda,41715,+60,341 ,,40898,476,24,889,7,1008838,21504,46914849 ,Africa
Senegal,40166,+31,1104 ,+2,38904,158,11,2348,65,474778,27760,17103240 ,Africa
Zimbabwe,38102,+16,1560 ,+3,35149,1393,12,2533,104,407179,27073,15039933 ,Africa
Madagascar,36045,+299,605 ,+6,28868,6572,402,1275,21,177790,6289,28270869 ,Africa
Malawi,34021,+5,1147 ,,31921,953,6,1742,59,230668,11809,19532576 ,Africa
Sudan,32862,,2340 ,+7,26722,3800,,735,52,232965,5214,44683979 ,Africa
Mongolia,31339,+856,80 ,+2,16815,14444,64,9435,24,2652302,798536,3321455 ,Asia
Malta,30189,+15,413 ,,29354,422,,68222,933,860279,1944094,442509 ,Europe
Australia,29695,+29,910 ,,28536,249,1,1154,35,16615179,645445,25742204 ,Australia/Oceania
DRC,29611,+35,756 ,,26156,2699,,323,8,147745,1610,91775054 ,Africa
Maldives,28202,+328,71 ,,24421,3710,90,51433,129,712175,1298821,548324 ,Asia
Angola,25710,+101,583 ,+4,23288,1839,24,763,17,457100,13565,33697207 ,Africa
Rwanda,24677,+84,330 ,,23005,1342,6,1868,25,1294444,97961,13213838 ,Africa
Cabo Verde,22586,+237,208 ,+5,19525,2853,23,40265,371,144736,258027,560934 ,Africa
Gabon,22568,+135,138 ,,19173,3257,19,9948,61,716093,315661,2268548 ,Africa
Syria,22265,+130,1548 ,+11,16097,4620,,1248,87,103566,5803,17847141 ,Asia
Guinea,21985,+32,141 ,+1,19271,2573,24,1638,11,426965,31809,13422785 ,Africa
Mayotte,19849,,169 ,,2964,16716,5,71353,608,165683,595596,278180 ,Africa
Réunion,19343,,141 ,,17653,1549,36,21479,157,100098,111152,900553 ,Africa
French Guiana,19004,+178,100 ,+2,9995,8909,14,62311,328,210772,691085,304987 ,South America
French Polynesia,18739,+5,141 ,,4842,13756,3,66394,500,26355,93378,282241 ,Australia/Oceania
Eswatini,18443,+1,671 ,,17741,31,3,15763,574,183551,156880,1170007 ,Africa
Mauritania,18282,+25,455 ,+1,17602,225,14,3850,96,229452,48314,4749185 ,Africa
Somalia,13812,+142,702 ,+4,5744,7366,,850,43,110515,6799,16254075 ,Africa
Guadeloupe,13669,,185 ,,2242,11242,23,34157,462,171662,428962,400180 ,North America
Mali,13658,+31,474 ,+7,8183,5001,,659,23,250404,12082,20725347 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1370,9,,,9712364 ,Asia
Burkina Faso,13263,,156 ,,12937,170,,621,7,178827,8368,21369832 ,Africa
Andorra,13083,+23,124 ,,12519,440,24,169103,1603,193595,2502294,77367 ,Europe
Haiti,12999,+41,253 ,+2,12142,604,,1129,22,60085,5217,11516349 ,North America
Togo,12827,+13,122 ,+1,10781,1924,,1520,14,307119,36402,8436912 ,Africa
Guyana,12754,+51,287 ,+3,10880,1587,16,16151,363,117690,149037,789668 ,South America
Belize,12624,+25,322 ,+1,12185,117,1,31284,798,115061,285140,403525 ,North America
Curaçao,12129,+10,105 ,+1,10916,1108,22,73668,638,92363,560986,164644 ,North America
Hong Kong,11741,+4,209 ,,11363,169,3,1556,28,11193673,1483223,7546858 ,Asia
Djibouti,10885,+83,138 ,+2,10458,289,,10888,138,147702,147738,999754 ,Africa
Papua New Guinea,10835,+166,105 ,+3,8561,2169,,1193,12,86619,9534,9085444 ,Australia/Oceania
Lesotho,10728,,316 ,,6267,4145,,4975,147,77329,35864,2156176 ,Africa
Congo,10678,,144 ,,8208,2326,,1897,26,92500,16433,5628768 ,Africa
Martinique,10611,,68 ,,98,10445,24,28294,181,149454,398516,375026 ,North America
Aruba,10555,+17,98 ,,10211,246,14,98518,915,145826,1361104,107138 ,North America
Cambodia,10555,+580,79 ,+5,3577,6899,,624,5,878976,51985,16908313 ,Asia
South Sudan,10538,+5,114 ,,10250,174,,932,10,148188,13113,11301205 ,Africa
Bahamas,10220,+55,198 ,+2,9326,696,4,25787,500,85347,215347,396324 ,North America
Suriname,10081,+36,201 ,+3,9139,741,20,17059,340,49369,83543,590941 ,South America
Trinidad and Tobago,9796,+120,159 ,,8228,1409,8,6981,113,128463,91549,1403210 ,North America
Benin,7720,,97 ,,7510,113,35,623,8,581843,46992,12381797 ,Africa
Equatorial Guinea,7559,,107 ,,7097,355,5,5248,74,120652,83762,1440421 ,Africa
Nicaragua,6835,,181 ,,4225,2429,,1022,27,,,6689098 ,North America
Iceland,6429,+39,29 ,,6231,169,6,18740,85,591293,1723585,343060 ,Europe
CAR,6224,,85 ,,5112,1027,2,1271,17,40907,8351,4898392 ,Africa
Yemen,6183,+46,1205 ,+18,2630,2348,23,204,40,22934,755,30361818 ,Asia
Gambia,5857,,173 ,,5284,400,3,2369,70,62356,25226,2471916 ,Africa
Seychelles,5354,+70,26 ,,4675,653,,54165,263,21504,217548,98847 ,Africa
Niger,5204,+13,191 ,,4836,177,18,209,8,97576,3916,24917337 ,Africa
San Marino,5055,,90 ,+1,4861,104,5,148720,2648,59851,1760841,33990 ,Europe
Chad,4772,+2,169 ,,4399,204,,284,10,112788,6710,16809324 ,Africa
Saint Lucia,4502,+16,73 ,+3,4327,102,,24425,396,39643,215082,184316 ,North America
Gibraltar,4283,,94 ,,4183,6,1,127156,2791,230550,6844699,33683 ,Europe
Channel Islands,4111,,86 ,,3956,69,1,23468,491,454413,2594022,175177 ,Europe
Sierra Leone,4046,+2,79 ,,3020,947,,499,10,119155,14693,8109399 ,Africa
Burundi,3874,+21,6 ,,773,3095,,318,0.5,90019,7391,12178771 ,Africa
Comoros,3829,,146 ,,3650,33,,4328,165,,,884716 ,Africa
Barbados,3825,+1,44 ,,3735,46,,13297,153,151803,527709,287664 ,North America
Guinea-Bissau,3726,,67 ,,3252,407,9,1858,33,62798,31306,2005920 ,Africa
Eritrea,3640,+35,10 ,,3455,175,,1015,3,23693,6606,3586587 ,Africa
Liechtenstein,2885,+1,57 ,,2757,71,7,75488,1491,32252,843896,38218 ,Europe
Vietnam,2852,+9,35 ,,2516,301,,29,0.4,2598753,26503,98056557 ,Asia
New Zealand,2601,,26 ,,2542,33,,520,5,2000842,400000,5002100 ,Australia/Oceania
Monaco,2439,+7,32 ,,2334,73,1,61794,811,51953,1316266,39470 ,Europe
Turks and Caicos,2376,,17 ,,2326,33,2,60696,434,48488,1238645,39146 ,North America
Bermuda,2357,+22,24 ,+1,1724,609,28,37962,387,235761,3797146,62089 ,North America
Sao Tome and Principe,2299,+1,35 ,,2239,25,,10333,157,12597,56620,222483 ,Africa
Sint Maarten,2220,+5,27 ,,2181,12,1,51300,624,26322,608250,43275 ,North America
Liberia,2098,+1,85 ,,1942,71,2,407,16,94574,18348,5154594 ,Africa
Timor-Leste,1949,+52,3 ,,896,1050,,1456,2,61902,46232,1338954 ,Asia
St. Vincent Grenadines,1839,+9,10 ,,1711,118,2,16533,90,44862,403330,111229 ,North America
Saint Martin,1720,,12 ,,1399,309,7,43872,306,27588,703686,39205 ,North America
Isle of Man,1587,+1,29 ,,1545,13,1,18583,340,44761,524121,85402 ,Europe
Caribbean Netherlands,1554,,15 ,,1462,77,,58812,568,10025,379404,26423 ,North America
Antigua and Barbuda,1227,,32 ,+1,1002,193,4,12445,325,16493,167282,98594 ,North America
Mauritius,1206,,17 ,+1,1055,134,,947,13,358675,281645,1273502 ,Africa
Taiwan,1104,+4,12 ,,1046,46,,46,0.5,526345,22067,23852199 ,Asia
Bhutan,1026,+4,1 ,,938,87,,1318,1,693177,890323,778568 ,Asia
