Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Belgium,1016609,+2258,24551 ,+40,888546,103512,700,87391,2110,12989791,1116650,11632825 ,Europe
Pakistan,861473,+3447,18993 ,+78,762105,80375,4846,3836,85,12228427,54458,224547359 ,Asia
Portugal,839740,+158,16993 ,+1,800645,22102,73,82561,1671,10931531,1074754,10171190 ,Europe
Israel,838957,+65,6378 ,+1,831620,959,78,91215,693,14358336,1561098,9197590 ,Asia
Hungary,792386,+677,28693 ,+91,575610,188083,394,82204,2977,5538792,574605,9639299 ,Europe
Bangladesh,775027,+1514,11972 ,+38,712277,50778,1097,4666,72,5647742,34004,166092224 ,Asia
Jordan,720998,+1022,9125 ,+33,705392,6481,729,70070,887,6857925,666482,10289738 ,Asia
Serbia,701326,+918,6576 ,+18,664243,30507,127,80546,755,3939470,452441,8707154 ,Europe
Switzerland,674296,+3683,10715 ,+9,606910,56671,201,77427,1230,7154659,821545,8708783 ,Europe
Japan,640879,+7082,10876 ,+53,559553,70450,1152,5081,86,12469559,98852,126144121 ,Asia
Austria,631896,+820,10392 ,+10,605441,16063,386,69820,1148,34639633,3827417,9050395 ,Europe
UAE,537524,+1507,1615 ,+2,517805,18104,,53793,162,46013175,4604772,9992499 ,Asia
Lebanon,533141,+302,7507 ,+21,487126,38508,429,78412,1104,4119202,605836,6799199 ,Asia
Morocco,513922,+58,9077 ,+5,501146,3699,112,13784,243,6340643,170062,37284378 ,Africa
Malaysia,444484,+3807,1700 ,+17,405388,37396,434,13584,52,10055506,307318,32720210 ,Asia
Saudi Arabia,427370,+986,7085 ,+13,410816,9469,1341,12115,201,17598087,498861,35276532 ,Asia
Bulgaria,411280,+1078,17045 ,+116,351397,42838,555,59576,2469,2606975,377631,6903494 ,Europe
Nepal,403794,+9127,3859 ,+139,306794,93141,,13649,130,2652130,89649,29583618 ,Asia
Ecuador,402060,+1764,19242 ,+20,342878,39940,620,22497,1077,1341409,75058,17871702 ,South America
Slovakia,385786,+311,12051 ,+32,367991,5744,245,70632,2206,2726117,499114,5461910 ,Europe
Belarus,369767,+879,2642 ,+10,360255,6870,,39143,280,6007012,635888,9446657 ,Europe
Panama,367908,+252,6277 ,+6,357353,4278,105,84137,1435,2468735,564576,4372724 ,North America
Greece,363904,+1900,11089 ,+60,323458,29357,732,35060,1068,8496685,818616,10379331 ,Europe
Croatia,344747,+253,7503 ,+34,328993,8251,229,84424,1837,1881294,460704,4083518 ,Europe
Kazakhstan,344731,+2142,3928 ,+15,299528,41275,221,18174,207,10455458,551198,18968606 ,Asia
Azerbaijan,327087,+371,4698 ,+18,307011,15378,,32013,460,3337931,326693,10217339 ,Asia
Georgia,322468,+549,4305 ,+24,302428,15735,,80969,1081,4372374,1097870,3982596 ,Asia
Tunisia,321837,+1024,11468 ,+39,279634,30735,489,26990,962,1367473,114679,11924336 ,Africa
Bolivia,318610,+1063,13228 ,+23,261552,43830,158,26980,1120,1246347,105542,11808990 ,South America
Palestine,302249,+498,3378 ,+20,287206,11665,78,58099,649,1777458,341666,5202328 ,Asia
Paraguay,299684,+1895,7209 ,+79,248587,43888,565,41580,1000,1157652,160620,7207388 ,South America
Kuwait,286046,+978,1652 ,+7,270883,13511,210,66146,382,2411948,557743,4324481 ,Asia
Dominican Republic,272108,+560,3540 ,+8,231963,36605,228,24871,324,1447753,132325,10940917 ,North America
Costa Rica,271478,+1500,3430 ,+21,214788,53260,433,52879,668,1033203,201251,5133901 ,North America
Ethiopia,263120,+418,3897 ,+9,211493,47730,739,2242,33,2624176,22355,117385440 ,Africa
Denmark,259988,+932,2497 ,,246169,11322,27,44751,430,43075376,7414418,5809677 ,Europe
Lithuania,258636,+799,4048 ,+13,232219,22369,181,96162,1505,2981046,1108364,2689592 ,Europe
Ireland,253189,+380,4921 ,,235722,12546,31,50791,987,4673378,937502,4984926 ,Europe
Moldova,252798,+49,5958 ,+6,243731,3109,170,62793,1480,1020802,253558,4025917 ,Europe
Slovenia,246234,+150,4299 ,+6,232983,8952,133,118428,2068,1207076,580553,2079183 ,Europe
Egypt,238560,+1150,13972 ,+68,177440,47148,90,2294,134,2715258,26113,103979506 ,Africa
Guatemala,235304,+206,7736 ,+3,214601,12967,5,12930,425,1308883,71924,18198073 ,North America
Uruguay,222870,+2187,3171 ,+49,194964,24735,524,63969,910,1919711,551001,3484044 ,South America
Honduras,220185,+897,5665 ,+48,81382,133138,554,21933,564,654477,65193,10039017 ,North America
Armenia,219353,+83,4249 ,+15,205200,9904,,73906,1432,1016681,342549,2967990 ,Asia
Qatar,211389,+397,512 ,+4,202552,8325,231,75286,182,1949350,694261,2807805 ,Asia
Venezuela,209162,+1292,2304 ,+13,192075,14783,316,7373,81,3359014,118414,28366786 ,South America
Oman,202137,+787,2138 ,+18,185607,14392,263,38745,410,1550000,297103,5217053 ,Asia
Bosnia and Herzegovina,201217,+101,8862 ,+28,166047,26308,,61661,2716,929119,284719,3263287 ,Europe
Bahrain,191018,+1662,691 ,+6,176338,13989,144,109048,394,4256020,2429668,1751688 ,Asia
Libya,180226,+256,3072 ,+2,166680,10474,,25928,442,976516,140484,6951081 ,Africa
Nigeria,165468,+49,2065 ,,156318,7085,11,786,10,1939165,9213,210484782 ,Africa
Kenya,163620,+66,2907 ,+12,112298,48415,133,2987,53,1721122,31419,54779649 ,Africa
North Macedonia,154051,+25,5109 ,+16,138370,10572,124,73946,2452,740005,355208,2083301 ,Europe
Myanmar,142963,+16,3210 ,,132045,7708,,2613,59,2591905,47365,54721993 ,Asia
Albania,131753,+30,2416 ,+4,118041,11296,18,45826,840,657917,228833,2875101 ,Europe
Sri Lanka,128530,+2624,827 ,+26,105611,22092,,5981,38,2951123,137324,21490154 ,Asia
S. Korea,127772,+463,1875 ,+1,117844,8053,161,2490,37,9122059,177794,51307017 ,Asia
Estonia,125337,+199,1204 ,+3,116024,8109,43,94430,907,1331851,1003429,1327300 ,Europe
Latvia,124301,+338,2213 ,+1,113214,8874,81,66533,1185,2406226,1287950,1868260 ,Europe
Algeria,124288,+184,3335 ,+7,86554,34399,28,2791,75,230861,5185,44526148 ,Africa
Cuba,117097,+1116,741 ,+9,110312,6044,130,10344,65,3861456,341097,11320686 ,North America
Norway,117022,+579,767 ,,88952,27303,24,21442,141,5337838,978072,5457510 ,Europe
Kyrgyzstan,98654,+254,1660 ,+5,91816,5178,85,14911,251,1029512,155609,6616017 ,Asia
Montenegro,98365,+62,1544 ,+4,95070,1751,64,156599,2458,386882,615923,628134 ,Europe
Uzbekistan,94759,+362,662 ,,90292,3805,23,2797,20,1377915,40667,33883283 ,Asia
Ghana,93011,+60,783 ,,90697,1531,7,2941,25,1108763,35059,31625366 ,Africa
Zambia,92112,+20,1257 ,,90501,354,42,4894,67,1442516,76643,18821296 ,Africa
China,90769,+11,4636 ,,85835,298,,63,3,160000000,111163,1439323776  ,Asia
Finland,88866,+143,924 ,+2,46000,41942,28,16017,167,4644003,837044,5548099 ,Europe
Thailand,85005,+1630,421 ,+22,55208,29376,1138,1215,6,8124896,116153,69950079 ,Asia
Cameroon,74946,,1152 ,,70497,3297,385,2765,42,1518411,56014,27107817 ,Africa
El Salvador,70380,,2158 ,+4,65921,2301,28,10804,331,936793,143807,6514231 ,North America
Mozambique,70283,+71,825 ,+2,67799,1659,29,2196,26,528627,16520,31999261 ,Africa
Cyprus,69708,+276,337 ,+1,39061,30310,64,57379,277,5445807,4482588,1214880 ,Asia
Luxembourg,68431,+278,804 ,+3,65460,2167,31,107822,1267,2729113,4300078,634666 ,Europe
Afghanistan,62403,+340,2710 ,+12,54382,5311,1124,1573,68,422649,10653,39674585 ,Asia
Singapore,61378,+19,31 ,,60953,394,3,10421,5,9906797,1682052,5889708 ,Asia
Namibia,50209,+139,691 ,+2,47384,2134,50,19460,268,401470,155600,2580136 ,Africa
Botswana,49041,+624,751 ,+17,46290,2000,1,20501,314,1086267,454110,2392078 ,Africa
Jamaica,46782,+74,809 ,+3,22395,23578,15,15740,272,345463,116230,2972237 ,North America
Ivory Coast,46443,+1,291 ,,45874,278,,1724,11,608960,22610,26933804 ,Africa
Mongolia,45459,+639,170 ,+8,32660,12629,123,13679,51,2785411,838138,3323332 ,Asia
Uganda,42384,+29,346 ,,41971,67,24,902,7,1042169,22190,46966406 ,Africa
Senegal,40714,+22,1120 ,+1,39410,184,12,2378,65,491521,28712,17118966 ,Africa
Madagascar,39162,+150,729 ,+7,36255,2178,309,1384,26,192294,6796,28296237 ,Africa
Zimbabwe,38433,+14,1576 ,,36208,649,12,2554,105,434876,28900,15047621 ,Africa
Maldives,37019,+1204,87 ,+3,26547,10385,90,67471,159,767090,1398110,548662 ,Asia
Sudan,34272,+63,2446 ,+1,27949,3877,,766,55,232965,5209,44720441 ,Africa
Malawi,34180,+9,1153 ,,32164,863,11,1748,59,236537,12099,19550192 ,Africa
Malta,30458,+11,417 ,,29828,213,,68824,942,885309,2000468,442551 ,Europe
DRC,30350,+27,772 ,,26434,3144,,330,8,152633,1661,91872203 ,Africa
Australia,29931,+15,910 ,,28815,206,1,1162,35,17221109,668711,25752709 ,Australia/Oceania
Angola,28875,+135,636 ,+3,24772,3467,21,856,19,516845,15321,33733691 ,Africa
Cabo Verde,26578,+137,235 ,+3,23402,2941,23,47364,419,155650,277377,561149 ,Africa
Rwanda,25714,+62,338 ,,24155,1221,,1944,26,1347380,101879,13225276 ,Africa
Gabon,23565,+133,143  ,,20051,3371,19,10379,63,754964,332522,2270419 ,Africa
Syria,23439,+60,1664 ,+7,19024,2751,,1312,93,103566,5798,17862285 ,Asia
Guinea,22645,+12,150 ,,20267,2228,24,1685,11,443518,33011,13435484 ,Africa
Réunion,21601,,150 ,,19848,1603,36,23980,167,102720,114035,900780 ,Africa
French Guiana,20644,+278,106 ,+2,9995,10543,18,67627,347,227931,746671,305263 ,South America
Mayotte,20134,,170 ,,2964,17000,4,72317,611,174251,625870,278414 ,Africa
Cambodia,19743,+506,126 ,+6,7820,11797,,1167,7,1001529,59204,16916534 ,Asia
French Polynesia,18797,+7,141 ,,18617,39,1,66586,499,26355,93359,282298 ,Australia/Oceania
Mauritania,18691,+24,456 ,,17918,317,14,3932,96,244473,51430,4753541 ,Africa
Eswatini,18482,+2,671 ,,17784,27,3,15791,573,193179,165049,1170433 ,Africa
Guadeloupe,15360,,210 ,,2242,12908,18,38382,525,187796,469275,400183 ,North America
Guyana,14442,+80,327 ,+2,12267,1848,16,18286,414,130624,165388,789802 ,South America
Somalia,14415,,747 ,,6191,7477,,886,46,118345,7274,16269885 ,Africa
Mali,14115,+7,502 ,+2,9039,4574,,680,24,279254,13461,20746149 ,Africa
Trinidad and Tobago,13454,+99,215 ,+4,9381,3858,71,9587,153,145268,103514,1403371 ,North America
Andorra,13429,+6,127 ,,13021,281,12,173566,1641,193595,2502165,77371 ,Europe
Burkina Faso,13382,+3,162 ,,13164,56,,626,8,182321,8524,21390267 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1369,9,,,9719991 ,Asia
Haiti,13227,+63,266 ,+3,12304,657,,1148,23,60085,5215,11521285 ,North America
Togo,13167,+13,125 ,+1,11694,1348,,1559,15,318622,37734,8443823 ,Africa
Belize,12700,+14,323 ,,12303,74,1,31453,800,122154,302525,403782 ,North America
Curaçao,12236,+1,116 ,+2,11972,148,22,74307,704,100424,609857,164668 ,North America
Papua New Guinea,12086,+203,121 ,,10599,1366,,1329,13,104674,11513,9091473 ,Australia/Oceania
Hong Kong,11812,+4,210 ,,11496,106,3,1565,28,14841321,1965994,7549016 ,Asia
Martinique,11558,,83 ,,98,11377,24,30820,221,163838,436884,375015 ,North America
Djibouti,11355,+20,149 ,,11132,74,,11352,149,152379,152339,1000265 ,Africa
Congo,11343,+196,148 ,,8208,2987,,2013,26,92500,16419,5633606 ,Africa
Suriname,11213,+101,218 ,+3,9831,1164,23,18969,369,53567,90618,591128 ,South America
Bahamas,10908,+46,214 ,+1,9854,840,5,27514,540,90693,228759,396457 ,North America
Aruba,10781,+11,102 ,+1,10587,92,14,100612,952,154321,1440180,107154 ,North America
Lesotho,10773,,319 ,,6427,4027,,4995,148,84079,38984,2156778 ,Africa
South Sudan,10641,+3,115 ,,10462,64,,941,10,156542,13846,11305865 ,Africa
Seychelles,8172,+314,28 ,,5658,2486,,82656,283,21504,217502,98868 ,Africa
Benin,7884,,100 ,,7652,132,35,636,8,595112,48020,12393114 ,Africa
Equatorial Guinea,7694,,112 ,,7279,303,7,5335,78,123169,85411,1442067 ,Africa
Nicaragua,6989,,183 ,,4225,2581,,1044,27,,,6691897 ,North America
CAR,6674,,93 ,,5112,1469,2,1362,19,40907,8346,4901378 ,Africa
Iceland,6519,+13,29 ,,6390,100,2,18998,85,618187,1801564,343139 ,Europe
Yemen,6485,+3,1275 ,+4,3001,2209,23,213,42,34287,1128,30385204 ,Asia
Gambia,5929,,175 ,,5598,156,3,2396,71,76379,30868,2474337 ,Africa
Niger,5322,+3,192 ,,4904,226,2,213,8,101324,4061,24948651 ,Africa
San Marino,5083,+16,90 ,,4968,25,4,149535,2648,63241,1860467,33992 ,Europe
Chad,4882,+5,171 ,,4657,54,,290,10,115623,6872,16826134 ,Africa
Saint Lucia,4690,+36,75 ,,4461,154,1,25441,407,41967,227653,184346 ,North America
Gibraltar,4286,,94 ,,4189,3,,127249,2791,239597,7113503,33682 ,Europe
Burundi,4200,+23,6 ,,773,3421,,345,0.5,279132,22896,12191404 ,Africa
Sierra Leone,4089,+4,79 ,,3093,917,,504,10,153257,18885,8115172 ,Africa
Channel Islands,4057,+1,86 ,,3956,15,,23152,491,454413,2593193,175233 ,Europe
Barbados,3946,+4,45 ,,3861,40,,13717,156,159450,554267,287677 ,North America
Comoros,3860,+6,146 ,,3688,26,,4360,165,,,885375 ,Africa
Eritrea,3754,+12,12 ,,3613,129,,1046,3,23693,6603,3588331 ,Africa
Guinea-Bissau,3741,,67 ,,3400,274,9,1863,33,64758,32257,2007576 ,Africa
Vietnam,3461,+129,35 ,,2602,824,,35,0.4,2958119,30158,98087634 ,Asia
Timor-Leste,3353,+126,5 ,,1683,1665,,2503,4,84361,62963,1339847 ,Asia
Liechtenstein,2974,+4,58 ,,2879,37,5,77809,1517,39109,1023207,38222 ,Europe
New Zealand,2643,+1,26 ,,2591,26,,528,5,2056987,411225,5002100 ,Australia/Oceania
Monaco,2481,+2,32 ,,2420,29,1,62842,811,51953,1315932,39480 ,Europe
Bermuda,2451,+17,31 ,+1,2170,250,14,39481,499,249519,4019314,62080 ,North America
Turks and Caicos,2402,,17 ,,2358,27,2,61332,434,60836,1553365,39164 ,North America
Sao Tome and Principe,2318,,35 ,,2262,21,,10412,157,12999,58389,222628 ,Africa
Sint Maarten,2263,+3,27 ,,2206,30,2,52273,624,26880,620900,43292 ,North America
Liberia,2114,,85 ,,1962,67,2,410,16,97875,18972,5158828 ,Africa
St. Vincent Grenadines,1922,+10,12 ,,1741,169,2,17278,108,46355,416704,111242 ,North America
Saint Martin,1773,,12 ,,1399,362,7,45197,306,27588,703273,39228 ,North America
Isle of Man,1590,,29 ,,1550,11,1,18614,340,44761,524023,85418 ,Europe
Caribbean Netherlands,1582,+1,17 ,,1545,20,,59854,643,10040,379857,26431 ,North America
Laos,1327,+25,1 ,,238,1088,,180,0.1,199798,27126,7365686 ,Asia
Mauritius,1257,+2,17 ,,1125,115,,987,13,358675,281628,1273577 ,Africa
Bhutan,1241,+20,1 ,,1089,151,,1593,1,729000,935971,778870 ,Asia
Antigua and Barbuda,1237,,32 ,,1170,35,1,12543,324,16700,169332,98623 ,North America
