Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Kuwait,261307,+1439,1482 ,+14,244410,15415,233,60471,343,2246134,519794,4321201 ,Asia
Paraguay,257706,+2660,5561 ,+91,211739,40406,508,35778,772,1039557,144326,7202841 ,South America
Moldova,247391,+700,5643 ,+27,234204,7544,243,61442,1401,949995,235941,4026402 ,Europe
Ethiopia,246484,+1329,3474 ,+35,183932,59078,1059,2102,30,2521604,21509,117237164 ,Africa
Denmark,244868,+803,2465 ,+2,232899,9504,41,42156,424,33208745,5717148,5808621 ,Europe
Ireland,244695,+398,4856 ,+9,226272,13567,47,49115,975,4332959,869712,4982064 ,Europe
Lithuania,236606,+1186,3804 ,+16,213970,18832,206,87907,1413,2652037,985320,2691549 ,Europe
Slovenia,234066,+1033,4176 ,+4,217715,12175,153,112577,2008,1140099,548344,2079168 ,Europe
Costa Rica,233498,+1531,3115 ,+11,199379,31004,284,45503,607,919324,179153,5131488 ,North America
Egypt,218902,+861,12866 ,+46,164803,41233,90,2107,124,2677262,25773,103879157 ,Africa
Guatemala,216329,+1629,7309 ,+30,193313,15707,5,11899,402,1187042,65291,18180845 ,North America
Armenia,210518,+1033,3944 ,+25,190271,16303,,70936,1329,946642,318981,2967704 ,Asia
Honduras,202413,+736,4976 ,+13,76446,120991,546,20179,496,564993,56326,10030833 ,North America
Qatar,199180,+819,400 ,+9,176188,22592,457,70938,142,1854566,660504,2807805 ,Asia
Bosnia and Herzegovina,193115,+1239,8082 ,+57,150458,34575,,59159,2476,880667,269784,3264341 ,Europe
Venezuela,186745,+1009,1965 ,+21,169685,15095,293,6582,69,3359014,118396,28370951 ,South America
Oman,183770,+1077,1926 ,+17,163750,18094,264,35271,370,1550000,297488,5210290 ,Asia
Libya,173683,+594,2924 ,+5,158891,11868,,25004,421,937519,134968,6946230 ,Africa
Uruguay,172601,+3274,2083 ,+61,142549,27969,523,49549,598,1675577,481015,3483421 ,South America
Bahrain,167165,+1008,607 ,+2,155768,10790,96,95599,347,3949992,2258945,1748600 ,Asia
Nigeria,164488,+65,2061 ,,154441,7986,11,782,10,1870915,8900,210218749 ,Africa
Kenya,153488,+965,2540 ,+21,105279,45669,240,2805,46,1618990,29588,54718020 ,Africa
North Macedonia,148618,+623,4556 ,+47,125593,18469,124,71338,2187,698132,335108,2083305 ,Europe
Myanmar,142661,+17,3206 ,,131908,7547,,2608,59,2560807,46813,54703089 ,Asia
Albania,129980,+138,2358 ,+5,103066,24556,18,45206,820,610869,212457,2875264 ,Europe
Algeria,120174,+182,3172 ,+7,83765,33237,19,2701,71,230861,5190,44484988 ,Africa
Estonia,118782,+465,1109 ,+5,104653,13020,58,89495,836,1244142,937380,1327254 ,Europe
S. Korea,115926,+731,1806 ,+4,105877,8243,116,2260,35,8497594,165630,51304734 ,Asia
Latvia,112983,+759,2079 ,+8,102596,8308,78,60440,1112,2162978,1157084,1869336 ,Europe
Norway,109137,+550,734 ,+25,88952,19451,44,20006,135,5009274,918238,5455313 ,Europe
Sri Lanka,98050,+578,630 ,+5,93668,3752,,4564,29,2374627,110522,21485504 ,Asia
Cuba,96760,+1006,547 ,+9,91034,5179,62,8547,48,3429088,302895,11321043 ,North America
Montenegro,96048,+154,1444 ,+3,91679,2925,69,152911,2299,364369,580085,628130 ,Europe
Kyrgyzstan,92626,+306,1561 ,+4,87390,3675,25,14012,236,946070,143118,6610425 ,Asia
Ghana,91783,+74,772 ,+1,89661,1350,9,2905,24,1049742,33228,31591626 ,Africa
Zambia,91119,+77,1238 ,+2,88956,925,42,4848,66,1360648,72396,18794465 ,Africa
China,90541,+21,4636 ,,85600,305,6,63,3,160000000,111163,1439323776 ,Asia
Uzbekistan,87551,+326,640 ,+1,84717,2194,23,2586,19,1377915,40697,33858092 ,Asia
Finland,84797,+296,899 ,+6,46000,37898,35,15285,162,4309875,776883,5547653 ,Europe
Mozambique,69437,+128,805 ,+3,62342,6290,43,2173,25,507194,15873,31953627 ,Africa
El Salvador,68007,+156,2086 ,+4,64074,1847,59,10442,320,894988,137425,6512536 ,North America
Luxembourg,65604,+285,788 ,+2,61791,3025,30,103454,1243,2589959,4084226,634137 ,Europe
Cameroon,64809,,939 ,,57821,6049,385,2394,35,1257949,46464,27073410 ,Africa
Singapore,60880,+15,30 ,,60576,274,1,10341,5,9278789,1576062,5887323 ,Asia
Cyprus,58865,+843,295 ,,39061,19509,71,48471,243,4508669,3712596,1214425 ,Asia
Afghanistan,58346,+132,2561 ,+4,52301,3484,1124,1472,65,388757,9810,39628962 ,Asia
Namibia,46954,+79,609 ,+1,45039,1306,33,18215,236,374942,145454,2577744 ,Africa
Thailand,46643,+1458,110 ,+2,29371,17162,1,667,2,8124896,116168,69941012 ,Asia
Ivory Coast,45697,+83,277 ,+2,45227,193,,1699,10,573182,21308,26899793 ,Africa
Botswana,44702,,684 ,,39733,4285,1,18707,286,976728,408740,2389608 ,Africa
Jamaica,44337,+83,744 ,+6,20070,23523,29,14920,250,318544,107197,2971568 ,North America
Uganda,41475,+53,341 ,,40898,236,24,884,7,996140,21244,46891054 ,Africa
Senegal,39910,+74,1096 ,+1,38668,146,11,2334,64,467877,27368,17095982 ,Africa
Zimbabwe,37980,+105,1555 ,+1,35065,1360,12,2526,103,402475,26767,15036385 ,Africa
Malawi,33975,+7,1142 ,,31852,981,15,1740,58,228399,11698,19524446 ,Africa
Madagascar,33592,+390,569 ,+6,26610,6413,348,1189,20,170976,6050,28259161 ,Africa
Sudan,32611,+65,2289 ,+2,26324,3998,,730,51,232965,5216,44667151 ,Africa
Malta,30063,+24,411 ,,29130,522,,67941,929,851157,1923562,442490 ,Europe
Australia,29574,+15,910 ,,26454,2210,,1149,35,16443963,638914,25737355 ,Australia/Oceania
DRC,29233,+149,748 ,,26108,2377,,319,8,145687,1588,91730216 ,Africa
Maldives,26920,+253,71 ,,23935,2914,83,49109,130,695905,1269513,548167 ,Asia
Mongolia,25364,+1169,56 ,+5,13346,11962,88,7638,17,2591926,780562,3320589 ,Asia
Angola,24883,+222,570 ,+5,22882,1431,24,739,17,447761,13294,33680369 ,Africa
Rwanda,24112,+107,327 ,,22579,1206,6,1825,25,1269302,96097,13208558 ,Africa
Gabon,22228,+196,136 ,,18908,3184,28,9802,60,703735,310332,2267685 ,Africa
Guinea,21666,+33,139 ,,19004,2523,24,1615,10,422018,31454,13416924 ,Africa
Syria,21584,+151,1483  ,+15,15216,4885,,1210,83,103566,5805,17840151 ,Asia
Cabo Verde,21179,+398,198 ,+4,18500,2481,23,37763,353,142081,253338,560835 ,Africa
Mayotte,19849,,169 ,,2964,16716,7,71381,608,165683,595828,278072 ,Africa
Réunion,19343,,141 ,,17653,1549,36,21482,157,100098,111165,900449 ,Africa
French Polynesia,18722,+2,141 ,,4842,13739,4,66340,500,26355,93387,282214 ,Australia/Oceania
French Guiana,18545,+284,96 ,,9995,8454,12,60831,315,205111,672804,304860 ,South America
Eswatini,18423,+6,671 ,,17721,31,3,15749,574,179840,153734,1169810 ,Africa
Mauritania,18175,+19,454 ,,17540,181,14,3829,96,224477,47286,4747175 ,Africa
Guadeloupe,13669,+952,185 ,+9,2242,11242,23,34157,462,171662,428963,400179 ,North America
Somalia,13459,+135,689 ,+11,5593,7177,,828,42,107545,6619,16246778 ,Africa
Mali,13336,+90,451 ,+7,7646,5239,,644,22,248587,12000,20715746 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1371,9,,,9708844 ,Asia
Burkina Faso,13167,,155 ,,12812,200,,616,7,177733,8321,21360401 ,Africa
Haiti,12944,+26,251 ,,11945,748,,1124,22,60085,5218,11514071 ,North America
Andorra,12917,+43,123 ,,12334,460,25,166962,1590,193595,2502359,77365 ,Europe
Togo,12657,+47,121 ,,10431,2105,,1501,14,302679,35889,8433723 ,Africa
Belize,12585,+17,318 ,,12164,103,1,31197,788,112281,278332,403407 ,North America
Guyana,12132,+160,274 ,+1,10442,1416,12,15365,347,111885,141697,789606 ,South America
Curaçao,11983,+49,95 ,+1,9820,2068,22,72786,577,90143,547539,164633 ,North America
Hong Kong,11705,+1,209 ,,11302,194,3,1551,28,11193673,1483419,7545862 ,Asia
Lesotho,10720,,316 ,,5975,4429,,4972,147,74675,34638,2155898 ,Africa
Djibouti,10633,+76,129 ,+6,9801,703,,10638,129,145526,145596,999519 ,Africa
Martinique,10611,,68 ,,98,10445,24,28294,181,149454,398512,375030 ,North America
South Sudan,10486,+8,114 ,,10250,122,,928,10,144957,12829,11299054 ,Africa
Aruba,10437,+38,94 ,,9978,365,14,97423,877,142254,1327851,107131 ,North America
Papua New Guinea,10338,+386,99 ,+8,7364,2875,,1138,11,73276,8068,9082662 ,Australia/Oceania
Congo,10084,,139 ,,8208,1737,,1792,25,92500,16440,5626534 ,Africa
Bahamas,9868,+68,194 ,,9140,534,3,24903,490,83288,210184,396262 ,North America
Suriname,9791,+104,189 ,+1,8937,665,14,16571,320,48136,81468,590855 ,South America
Trinidad and Tobago,9216,+81,157 ,,8036,1023,8,6568,112,123309,87881,1403136 ,North America
Cambodia,7747,+303,54 ,+5,2794,4899,,458,3,811284,47992,16904519 ,Asia
Benin,7720,,97 ,,7510,113,35,624,8,581843,47012,12376574 ,Africa
Equatorial Guinea,7505,,106 ,,7016,383,11,5213,74,116266,80759,1439661 ,Africa
Nicaragua,6835,,181 ,,4225,2429,,1022,27,,,6687807 ,North America
Iceland,6362,+12,29 ,,6213,120,3,18547,85,580974,1693683,343024 ,Europe
CAR,6175,+246,85 ,+6,5112,978,2,1261,17,40907,8353,4897014 ,Africa
Yemen,5960,+42,1147 ,+9,2309,2504,23,196,38,22934,756,30351024 ,Asia
Gambia,5788,+4,171 ,+1,5248,369,3,2343,69,62005,25095,2470799 ,Africa
Niger,5141,+1,191 ,,4812,138,23,206,8,96317,3868,24902885 ,Africa
San Marino,5044,+3,88 ,,4793,163,4,148405,2589,59151,1740350,33988 ,Europe
Seychelles,5016,+4,25 ,,4551,440,,50750,253,21504,217570,98837 ,Africa
Chad,4731,+8,169 ,,4368,194,,282,10,111158,6616,16801566 ,Africa
Saint Lucia,4444,+25,70 ,+1,4272,102,,24113,380,39084,212065,184302 ,North America
Gibraltar,4291,,94 ,,4181,16,1,127394,2791,226510,6724757,33683 ,Europe
Channel Islands,4055,+2,86 ,,3956,13,1,23152,491,399901,2283192,175150 ,Europe
Sierra Leone,4042,+1,79 ,,2883,1080,,499,10,119155,14698,8106735 ,Africa
Comoros,3822,+2,146 ,,3645,31,,4322,165,,,884412 ,Africa
Barbados,3797,+4,44 ,,3704,49,,13200,153,149826,520848,287658 ,North America
Guinea-Bissau,3713,,66 ,,3170,477,9,1852,33,62111,30976,2005155 ,Africa
Burundi,3706,+63,6 ,,773,2927,,304,0.5,90019,7395,12172940 ,Africa
Eritrea,3564,+16,10 ,,3389,165,,994,3,23693,6607,3585783 ,Africa
Liechtenstein,2849,+13,56 ,,2708,85,6,74550,1465,32252,843940,38216 ,Europe
Vietnam,2806,+6,35 ,,2490,281,,29,0.4,2598753,26506,98042214 ,Asia
New Zealand,2599,+2,26 ,,2490,83,,520,5,1982784,396390,5002100 ,Australia/Oceania
Monaco,2422,+9,31 ,,2308,83,3,61369,785,51953,1316399,39466 ,Europe
Turks and Caicos,2371,+2,17 ,,2316,38,2,60582,434,47181,1205534,39137 ,North America
Sao Tome and Principe,2288,+5,35 ,,2225,28,,10287,157,12597,56637,222417 ,Africa
Bermuda,2226,+12,20 ,,1313,893,35,35850,322,228306,3676899,62092 ,North America
Sint Maarten,2212,+1,27 ,,2161,24,1,51124,624,26322,608362,43267 ,North America
Liberia,2091,+5,85 ,,1936,70,2,406,16,92799,18010,5152640 ,Africa
St. Vincent Grenadines,1827,+8,10 ,,1703,114,2,16426,90,44359,398826,111224 ,North America
Saint Martin,1702,,12 ,,1399,291,7,43425,306,27588,703883,39194 ,North America
Isle of Man,1582,+5,29 ,,1543,10,1,18526,340,44761,524164,85395 ,Europe
Caribbean Netherlands,1553,+5,15 ,,1462,76,,58783,568,10025,379462,26419 ,North America
Timor-Leste,1509,+57,2 ,,760,747,,1127,1,59291,44295,1338541 ,Asia
Antigua and Barbuda,1217,,31 ,,995,191,4,12345,314,16493,167304,98581 ,North America
Mauritius,1204,+1,15 ,,987,202,,945,12,358675,281652,1273468 ,Africa
Taiwan,1082,+4,11 ,,1038,33,,45,0.5,513203,21517,23851495 ,Asia
Bhutan,986,+20,1 ,,883,102,,1267,1,677407,870223,778429 ,Asia
