Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Armenia,219270,+178,4234 ,+9,204578,10458,,73878,1427,1014891,341946,2967990 ,Asia
Qatar,210992,+389,508 ,+6,201530,8954,252,75145,181,1945111,692751,2807805 ,Asia
Venezuela,207870,+1321,2291 ,+11,190768,14811,316,7328,81,3359014,118414,28366786 ,South America
Oman,201350,+634,2120 ,+15,184647,14583,275,38595,406,1550000,297103,5217053 ,Asia
Bosnia and Herzegovina,201116,+127,8834 ,+44,164717,27565,,61630,2707,922568,282711,3263287 ,Europe
Bahrain,189356,+1451,685 ,+7,175332,13339,114,108099,391,4238466,2419647,1751688 ,Asia
Libya,179970,+273,3070 ,+7,166340,10560,,25891,442,974520,140197,6951081 ,Africa
Nigeria,165419,+49,2065 ,,156297,7057,11,786,10,1939165,9213,210484782 ,Africa
Kenya,163554,+316,2895 ,+12,111191,49468,133,2986,53,1719289,31386,54779649 ,Africa
North Macedonia,154026,+135,5093 ,+14,137962,10971,124,73934,2445,740005,355208,2083301 ,Europe
Myanmar,142947,+13,3210 ,,132013,7724,,2612,59,2588880,47310,54721993 ,Asia
Albania,131723,+57,2412 ,+1,117089,12222,18,45815,839,656473,228330,2875101 ,Europe
S. Korea,127309,+564,1874 ,+9,117423,8012,160,2481,37,9105771,177476,51307017 ,Asia
Sri Lanka,125906,+2672,801 ,+15,104463,20642,,5859,37,2925946,136153,21490154 ,Asia
Estonia,125138,+169,1201 ,+6,115908,8029,43,94280,905,1328823,1001147,1327300 ,Europe
Algeria,124104,+204,3328 ,+7,86420,34356,28,2787,75,230861,5185,44526148 ,Africa
Latvia,123963,+632,2212 ,+4,113214,8537,81,66352,1184,2400457,1284862,1868260 ,Europe
Norway,116443,+309,767 ,,88952,26724,27,21336,141,5337838,978072,5457510 ,Europe
Cuba,115981,+1069,732 ,+10,109363,5886,127,10245,65,3837345,338968,11320686 ,North America
Kyrgyzstan,98400,+321,1655 ,+6,91559,5186,85,14873,250,1026019,155081,6616017 ,Asia
Montenegro,98303,+66,1540 ,+4,94963,1800,64,156500,2452,386071,614632,628134 ,Europe
Uzbekistan,94397,+419,662 ,,90053,3682,23,2786,20,1377915,40667,33883283 ,Asia
Ghana,92951,+95,783 ,,90568,1600,6,2939,25,1108763,35059,31625366 ,Africa
Zambia,92092,+35,1257 ,,90428,407,33,4893,67,1439352,76475,18821296 ,Africa
China,90758,+12,4636 ,,85822,300,1,63,3,160000000,111163,1439323776 ,Asia
Finland,88723,+162,922 ,,46000,41801,28,15992,166,4641541,836600,5548099 ,Europe
Thailand,83375,+2101,399 ,+17,53605,29371,1138,1192,6,8124896,116153,69950079 ,Asia
Cameroon,74946,,1152 ,,70497,3297,385,2765,42,1518411,56014,27107817 ,Africa
El Salvador,70380,,2154 ,+4,65921,2305,28,10804,331,936793,143807,6514231 ,North America
Mozambique,70212,+46,823 ,+2,67785,1604,31,2194,26,528305,16510,31999261 ,Africa
Cyprus,69432,+269,336 ,+2,39061,30035,62,57151,277,5362389,4413925,1214880 ,Asia
Luxembourg,68153,,801 ,,64943,2409,33,107384,1262,2711542,4272392,634666 ,Europe
Afghanistan,62063,+221,2698 ,+12,54222,5143,1124,1564,68,420135,10590,39674585 ,Asia
Singapore,61359,+28,31 ,,60933,395,2,10418,5,9906797,1682052,5889708 ,Asia
Namibia,50070,+177,689 ,+6,47300,2081,43,19406,267,400695,155300,2580136 ,Africa
Botswana,48417,,734 ,,46226,1457,1,20241,307,1086267,454110,2392078 ,Africa
Jamaica,46708,+120,806 ,+3,22268,23634,17,15715,271,343508,115572,2972237 ,North America
Ivory Coast,46442,+57,291 ,,45847,304,,1724,11,608960,22610,26933804 ,Africa
Mongolia,44820,+804,162 ,+2,31373,13285,123,13486,49,2780161,836558,3323332 ,Asia
Uganda,42355,+47,346 ,,41924,85,24,902,7,1039271,22128,46966406 ,Africa
Senegal,40692,+27,1119 ,+2,39384,189,14,2377,65,490682,28663,17118966 ,Africa
Madagascar,39012,+138,722 ,+6,36022,2268,318,1379,26,191570,6770,28296237 ,Africa
Zimbabwe,38419,+5,1576 ,,36063,780,12,2553,105,432780,28761,15047621 ,Africa
Maldives,35815,+1091,84 ,+1,26299,9432,90,65277,153,761492,1387907,548662 ,Asia
Sudan,34209,+24,2445 ,+6,27881,3883,,765,55,232965,5209,44720441 ,Africa
Malawi,34171,+5,1153 ,,32159,859,11,1748,59,236020,12073,19550192 ,Africa
Malta,30447,+9,417 ,,29805,225,,68799,942,883785,1997024,442551 ,Europe
DRC,30323,+38,772 ,,26434,3117,,330,8,152404,1659,91872203 ,Africa
Australia,29916,+10,910 ,,28758,248,1,1162,35,17180714,667142,25752709 ,Australia/Oceania
Angola,28740,+263,633 ,+3,24717,3390,35,852,19,515256,15274,33733691 ,Africa
Cabo Verde,26441,+330,232 ,,23037,3172,23,47119,413,155650,277377,561149 ,Africa
Rwanda,25652,+66,338 ,,24153,1161,,1940,26,1344650,101673,13225276 ,Africa
Gabon,23432,,143 ,,19944,3345,19,10321,63,749276,330017,2270419 ,Africa
Syria,23379,+60,1657 ,+9,18737,2985,,1309,93,103566,5798,17862285 ,Asia
Guinea,22633,+31,150 ,,20231,2252,24,1685,11,443518,33011,13435484 ,Africa
Réunion,21601,,150 ,,19848,1603,36,23980,167,102720,114035,900780 ,Africa
French Guiana,20366,,104 ,,9995,10267,18,66716,341,225358,738242,305263 ,South America
Mayotte,20134,,170 ,,2964,17000,4,72317,611,174251,625870,278414 ,Africa
Cambodia,19237,+520,120 ,+6,7641,11476,,1137,7,993240,58714,16916534 ,Asia
French Polynesia,18790,,141 ,,18617,32,1,66561,499,26355,93359,282298 ,Australia/Oceania
Mauritania,18667,+31,456 ,,17899,312,14,3927,96,243483,51221,4753541 ,Africa
Eswatini,18480,+3,671 ,,17783,26,3,15789,573,192626,164577,1170433 ,Africa
Guadeloupe,15360,,210 ,,2242,12908,18,38382,525,187796,469275,400183 ,North America
Somalia,14415,,747 ,,6191,7477,,886,46,118345,7274,16269885 ,Africa
Guyana,14362,+159,325 ,+2,12154,1883,16,18184,411,130388,165089,789802 ,South America
Mali,14108,+26,500 ,+1,9010,4598,,680,24,278857,13441,20746149 ,Africa
Andorra,13423,+17,127 ,,12995,301,12,173489,1641,193595,2502165,77371 ,Europe
Burkina Faso,13379,+2,162 ,,13156,61,,625,8,182227,8519,21390267 ,Africa
Trinidad and Tobago,13355,+233,211 ,+8,9237,3907,71,9516,150,145268,103514,1403371 ,North America
Tajikistan,13308,,90 ,,13218,0,,1369,9,,,9719991 ,Asia
Haiti,13164,,263 ,,12154,747,,1143,23,60085,5215,11521285 ,North America
Togo,13154,+48,124 ,,11691,1339,,1558,15,318074,37669,8443823 ,Africa
Belize,12686,,323 ,,12288,75,1,31418,800,120939,299516,403782 ,North America
Curaçao,12235,+1,114 ,,11957,164,22,74301,692,100022,607416,164668 ,North America
Papua New Guinea,11883,+253,121 ,,10524,1238,,1307,13,95014,10451,9091473 ,Australia/Oceania
Hong Kong,11808,+1,210 ,,11493,105,3,1564,28,13412611,1776736,7549016 ,Asia
Martinique,11558,,83 ,,98,11377,24,30820,221,163838,436884,375015 ,North America
Djibouti,11335,,149 ,,11041,145,,11332,149,151807,151767,1000265 ,Africa
Congo,11147,,148 ,,8208,2791,,1979,26,92500,16419,5633606 ,Africa
Suriname,11112,+92,215 ,+1,9778,1119,29,18798,364,53319,90199,591128 ,South America
Bahamas,10862,+32,213 ,+1,9854,795,5,27398,537,90380,227969,396457 ,North America
Lesotho,10773,+12,319 ,,6427,4027,,4995,148,84079,38984,2156778 ,Africa
Aruba,10770,+13,101 ,,10573,96,14,100510,943,153789,1435215,107154 ,North America
South Sudan,10638,+1,115 ,,10312,211,,941,10,155471,13751,11305865 ,Africa
Benin,7884,,100 ,,7652,132,35,636,8,595112,48020,12393114 ,Africa
Seychelles,7858,+317,28 ,,5277,2553,,79480,283,21504,217502,98868 ,Africa
Equatorial Guinea,7694,,112 ,,7279,303,7,5335,78,123169,85411,1442067 ,Africa
Nicaragua,6989,,183 ,,4225,2581,,1044,27,,,6691897 ,North America
CAR,6674,,93 ,,5112,1469,2,1362,19,40907,8346,4901378 ,Africa
Iceland,6506,,29 ,,6347,130,5,18960,85,613017,1786498,343139 ,Europe
Yemen,6482,+20,1271 ,+1,2992,2219,23,213,42,33374,1098,30385204 ,Asia
Gambia,5929,+4,175 ,,5598,156,3,2396,71,76379,30868,2474337 ,Africa
Niger,5319,+6,192 ,,4885,242,2,213,8,101051,4050,24948651 ,Africa
San Marino,5067,,90 ,,4935,42,4,149064,2648,61760,1816898,33992 ,Europe
Chad,4877,+3,171 ,,4649,57,,290,10,115505,6865,16826134 ,Africa
Saint Lucia,4654,,75 ,,4444,135,1,25246,407,41723,226330,184346 ,North America
Gibraltar,4286,,94 ,,4189,3,,127249,2791,239597,7113503,33682 ,Europe
Burundi,4177,+28,6 ,,773,3398,,343,0.5,279132,22896,12191404 ,Africa
Sierra Leone,4085,,79 ,,3089,917,,503,10,153257,18885,8115172 ,Africa
Channel Islands,4056,,86 ,,3956,14,,23146,491,454413,2593193,175233 ,Europe
Barbados,3942,+9,45 ,,3856,41,,13703,156,158788,551966,287677 ,North America
Comoros,3854,,146 ,,3682,26,,4353,165,,,885375 ,Africa
Eritrea,3742,,12 ,,3602,128,,1043,3,23693,6603,3588331 ,Africa
Guinea-Bissau,3741,+2,67 ,,3400,274,9,1863,33,64758,32257,2007576 ,Africa
Vietnam,3332,+102,35 ,,2602,695,,34,0.4,2958119,30158,98087634 ,Asia
Timor-Leste,3227,+116,5 ,+1,1683,1539,,2408,4,84361,62963,1339847 ,Asia
Liechtenstein,2970,+3,58 ,,2858,54,5,77704,1517,39109,1023207,38222 ,Europe
New Zealand,2642,+2,26 ,,2589,27,,528,5,2054651,410758,5002100 ,Australia/Oceania
Monaco,2479,,32 ,,2413,34,1,62791,811,51953,1315932,39480 ,Europe
Bermuda,2434,,30 ,,2095,309,14,39207,483,246096,3964175,62080 ,North America
Turks and Caicos,2402,,17 ,,2358,27,2,61332,434,60836,1553365,39164 ,North America
Sao Tome and Principe,2318,,35 ,,2262,21,,10412,157,12999,58389,222628 ,Africa
Sint Maarten,2260,+1,27 ,,2203,30,2,52204,624,26359,608865,43292 ,North America
Liberia,2114,,85 ,,1962,67,2,410,16,97875,18972,5158828 ,Africa
St. Vincent Grenadines,1912,,12 ,,1741,159,2,17188,108,45888,412506,111242 ,North America
Saint Martin,1773,,12 ,,1399,362,7,45197,306,27588,703273,39228 ,North America
Isle of Man,1590,,29 ,,1550,11,1,18614,340,44761,524023,85418 ,Europe
Caribbean Netherlands,1581,+1,17 ,,1544,20,,59816,643,10040,379857,26431 ,North America
Laos,1302,+69,1 ,+1,232,1069,,177,0.1,195369,26524,7365686 ,Asia
Mauritius,1255,+15,17 ,,1123,115,,985,13,358675,281628,1273577 ,Africa
Antigua and Barbuda,1237,,32 ,,1170,35,1,12543,324,16700,169332,98623 ,North America
Bhutan,1221,+19,1 ,,1067,153,,1568,1,727281,933764,778870 ,Asia
Taiwan,1184,+1,12 ,,1089,83,,50,0.5,555429,23285,23853726 ,Asia
