Country,Total Cases,New Cases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent
Sweden,973604,,14048 ,,799117,160439,392,95906,1384,8482276,835558,10151626 ,Europe
Israel,838481,,6363 ,,830625,1493,110,91163,692,14200104,1543894,9197590 ,Asia
Portugal,836947,+454,16976 ,+2,796477,23494,84,82280,1669,10515374,1033765,10171918 ,Europe
Pakistan,825519,+4696,17957 ,+146,717009,90553,5490,3678,80,11836866,52739,224441715 ,Asia
Hungary,781299,+1951,27701 ,+161,517026,236572,621,81048,2874,5394652,559617,9639899 ,Europe
Bangladesh,760584,+1452,11510 ,+60,684671,64403,996,4580,69,5484821,33031,166051909 ,Asia
Jordan,712077,+704,8871 ,+35,685010,18196,729,69219,862,6714356,652687,10287249 ,Asia
Serbia,690931,+1374,6386 ,+24,638811,45734,160,79344,733,3847549,441840,8708015 ,Europe
Switzerland,659974,,10633 ,+1,590565,58776,238,75796,1221,6911371,793751,8707229 ,Europe
Austria,620485,+1615,10233 ,+28,587115,23137,484,68568,1131,32228406,3561491,9049134 ,Europe
Japan,591389,+4451,10229 ,+35,523227,57933,1020,4688,81,11897791,94312,126153600 ,Asia
Lebanon,527508,+930,7302 ,+24,464660,55546,582,77575,1074,4011613,589948,6799947 ,Asia
UAE,521948,+1712,1591 ,+4,502460,17897,,52249,159,44311796,4435810,9989561 ,Asia
Morocco,511562,+313,9026 ,+3,498131,4405,207,13725,242,6270195,168221,37273622 ,Africa
Saudi Arabia,418411,+1048,6968 ,+11,401544,9899,1333,11865,198,16969267,481218,35263191 ,Asia
Malaysia,411594,+2881,1521 ,+15,380442,29631,337,12583,46,9482220,289887,32710014 ,Asia
Bulgaria,404846,+466,16444 ,+45,339889,48513,670,58633,2382,2525448,365754,6904772 ,Europe
Ecuador,384589,+2727,18724 ,+93,318598,47267,623,21527,1048,1291070,72268,17865111 ,South America
Slovakia,382720,+509,11732 ,+48,363652,7336,310,70072,2148,2629250,481385,5461845 ,Europe
Panama,364844,+268,6235 ,+3,354713,3896,105,83468,1426,2402739,549693,4371053 ,North America
Belarus,359982,+1244,2552 ,+10,350433,6997,,38107,270,5868221,621191,9446733 ,Europe
Greece,346422,+1389,10453 ,+72,306498,29471,811,33372,1007,8165612,786624,10380577 ,Europe
Croatia,334229,+2046,7130 ,+49,312823,14276,246,81836,1746,1814505,444281,4084137 ,Europe
Nepal,328893,+5706,3298 ,+19,282382,43213,,11122,112,2488359,84149,29570715 ,Asia
Kazakhstan,322695,+2877,3699 ,+31,276977,42019,221,17017,195,10190393,537381,18963084 ,Asia
Azerbaijan,320322,+1213,4538 ,+21,291564,24220,,31358,444,3253878,318536,10215094 ,Asia
Georgia,311457,+1147,4130 ,+20,291457,15870,,78201,1037,4204446,1055655,3982784 ,Asia
Tunisia,310734,+1615,10808 ,+86,261552,38374,518,26065,907,1319328,110670,11921296 ,Africa
Bolivia,305594,+1862,12975 ,+24,251664,40955,71,25887,1099,1172611,99331,11805074 ,South America
Palestine,297126,+664,3257 ,+8,274275,19594,146,57146,626,1748434,336276,5199404 ,Asia
Paraguay,281023,+1946,6476 ,+91,231517,43030,512,39003,899,1102980,153080,7205234 ,South America
Kuwait,275270,+1279,1569 ,+6,258599,15102,220,63677,363,2334897,540119,4322927 ,Asia
Dominican Republic,266861,+300,3487 ,+7,227267,36107,196,24397,319,1406420,128578,10938244 ,North America
Ethiopia,258062,+620,3709 ,+21,200148,54205,912,2200,32,2584305,22029,117315204 ,Africa
Denmark,252045,+617,2489 ,+4,239913,9643,37,43387,428,38325742,6597448,5809177 ,Europe
Moldova,251160,+323,5826 ,+14,240393,4941,207,62382,1447,993704,246813,4026147 ,Europe
Costa Rica,250991,,3231 ,,203009,44751,380,48900,629,974477,189854,5132758 ,North America
Ireland,249437,+567,4906 ,+3,231697,12834,41,50052,984,4512912,905558,4983570 ,Europe
Lithuania,248731,+1411,3938 ,+11,224649,20144,223,92447,1464,2814398,1046043,2690519 ,Europe
Slovenia,241310,+1018,4258 ,+8,227411,9641,154,116060,2048,1178789,566950,2079176 ,Europe
Egypt,228584,+1032,13402 ,+63,171542,43640,90,2199,129,2715258,26125,103931972 ,Africa
Guatemala,228477,+806,7543 ,+19,204141,16793,5,12561,415,1264544,69519,18189912 ,North America
Armenia,216596,+532,4128 ,+20,199115,13353,,72981,1391,988086,332929,2967855 ,Asia
Honduras,212333,+1257,5281 ,+20,78623,128429,566,21159,526,625884,62369,10035141 ,North America
Qatar,206302,+650,465 ,+7,191071,14766,364,73474,166,1908717,679790,2807805 ,Asia
Uruguay,200908,+2480,2669 ,+53,170750,27489,559,57670,766,1814302,520790,3483749 ,South America
Venezuela,198865,+1182,2155 ,+19,180301,16409,317,7010,76,3359014,118405,28368759 ,South America
Bosnia and Herzegovina,198461,,8551 ,,159223,30687,,60807,2620,907054,277915,3263787 ,Europe
Oman,193253,,2010 ,,173123,18120,275,37065,386,1550000,297285,5213849 ,Asia
Bahrain,177997,+1063,648 ,+2,166851,10498,89,101699,370,4108476,2347399,1750225 ,Asia
Libya,177508,,3029 ,,163191,11288,,25545,436,958768,137976,6948783 ,Africa
Nigeria,165110,,2063 ,,155101,7946,11,785,10,1912628,9092,210358766 ,Africa
Kenya,160053,+735,2744 ,+20,108789,48520,188,2923,50,1675310,30599,54750456 ,Africa
North Macedonia,152581,+214,4891 ,+36,133070,14620,124,73240,2348,723722,347392,2083303 ,Europe
Myanmar,142831,+14,3209 ,,131972,7650,,2611,59,2577903,47117,54713038 ,Asia
Albania,131185,+100,2396 ,+2,110172,18617,18,45627,833,636651,221430,2875178 ,Europe
S. Korea,122634,+627,1831 ,+3,112337,8466,174,2390,36,8883388,173145,51305935 ,Asia
Estonia,122511,+469,1166 ,+5,112007,9338,57,92302,878,1288985,971149,1327278 ,Europe
Algeria,122311,+203,3261 ,+8,85249,33801,28,2748,73,230861,5187,44506651 ,Africa
Latvia,119370,+812,2139 ,+8,108949,8282,84,63876,1145,2305084,1233477,1868770 ,Europe
Norway,113259,+289,756 ,,88952,23551,34,20757,139,5212177,955229,5456469 ,Europe
Sri Lanka,109862,+1716,687 ,+9,96478,12697,,5113,32,2733805,127225,21487952 ,Asia
Cuba,107622,+915,654 ,+10,101475,5493,73,9507,58,3654854,322843,11320855 ,North America
Montenegro,97517,+128,1502 ,+7,93701,2314,69,155249,2391,376905,600041,628132 ,Europe
Kyrgyzstan,95752,+477,1612 ,+8,89461,4679,72,14479,244,993406,150212,6613368 ,Asia
Ghana,92601,+39,779 ,,90248,1574,7,2930,25,1081113,34202,31609384 ,Africa
Zambia,91670,+84,1251 ,,90012,407,45,4874,67,1406735,74792,18808586 ,Africa
Uzbekistan,91250,+442,650 ,+1,87313,3287,23,2694,19,1377915,40681,33871350 ,Asia
China,90671,+16,4636 ,,85710,325,3,63,3,160000000,111163,1439323776 ,Asia
Finland,87096,+288,914 ,,46000,40182,31,15699,165,4484272,808285,5547888 ,Europe
Cameroon,72250,,1107 ,,67625,3518,385,2667,41,1257949,46433,27091519 ,Africa
Mozambique,69965,+48,814 ,,66883,2268,43,2188,25,520205,16268,31977645 ,Africa
El Salvador,69198,,2124 ,,64876,2198,31,10624,326,914674,140429,6513428 ,North America
Luxembourg,67397,+192,797 ,+1,63661,2939,34,106235,1256,2673110,4213497,634416 ,Europe
Thailand,67044,+1891,224 ,+21,38075,28745,829,959,3,8124896,116160,69945784 ,Asia
Cyprus,65909,+676,312 ,+4,39061,26536,75,54261,257,4898791,4033042,1214664 ,Asia
Singapore,61179,+34,31 ,+1,60765,383,,10389,5,9536636,1619514,5888578 ,Asia
Afghanistan,60122,+180,2637 ,+6,53272,4213,1124,1516,67,404894,10211,39652974 ,Asia
Namibia,48654,+303,643 ,+1,46238,1773,37,18865,249,388574,150668,2579003 ,Africa
Botswana,46934,,712 ,,44960,1262,1,19630,298,999041,417850,2390908 ,Africa
Ivory Coast,46114,+78,286 ,,45582,246,,1713,11,594288,22078,26917693 ,Africa
Jamaica,45777,+199,779 ,+1,21153,23845,22,15403,262,332706,111950,2971920 ,North America
Uganda,41905,+39,342 ,,41422,141,24,893,7,1017854,21688,46930713 ,Africa
Senegal,40388,+44,1109 ,+2,39110,169,11,2361,65,481020,28117,17108079 ,Africa
Zimbabwe,38260,+3,1568 ,+1,35620,1072,12,2543,104,417583,27761,15042299 ,Africa
Madagascar,37296,+282,654 ,+11,32111,4531,396,1319,23,184336,6519,28278674 ,Africa
Mongolia,37285,+1306,115 ,+5,20681,16489,119,11224,35,2710815,816011,3322033 ,Asia
Malawi,34095,+17,1148 ,,32064,883,12,1745,59,233149,11933,19537996 ,Africa
Sudan,33104,,2349 ,,26795,3960,,741,53,232965,5212,44695198 ,Africa
Malta,30307,+15,415 ,+2,29622,270,,68487,938,869063,1963887,442522 ,Europe
Maldives,30237,+402,73 ,,24934,5230,90,55134,133,729127,1329485,548428 ,Asia
DRC,29904,+51,768 ,+2,26250,2886,,326,8,149376,1627,91804946 ,Africa
Australia,29812,+11,910 ,,28617,285,1,1158,35,16884420,655822,25745436 ,Australia/Oceania
Angola,26815,+163,600 ,+4,23913,2302,10,795,18,498853,14799,33708433 ,Africa
Rwanda,25225,+109,335 ,,23345,1545,2,1908,25,1316968,99639,13217357 ,Africa
Cabo Verde,24127,+245,220 ,+3,20711,3196,23,43007,392,151483,270023,561000 ,Africa
Gabon,23075,,139 ,,19629,3307,19,10169,61,731109,322199,2269124 ,Africa
Syria,22818,+85,1598 ,+6,16992,4228,,1278,90,103566,5801,17851800 ,Asia
Guinea,22247,+32,144 ,,19685,2418,24,1657,11,433166,32262,13426693 ,Africa
Réunion,20381,,148 ,,18659,1574,36,22630,164,101244,112416,900623 ,Africa
Mayotte,20094,,170 ,,2964,16960,3,72215,611,171277,615546,278252 ,Africa
French Guiana,19543,,101 ,,9995,9447,20,64060,331,216365,709226,305072 ,South America
French Polynesia,18758,,141 ,,18597,20,3,66457,500,26355,93372,282258 ,Australia/Oceania
Eswatini,18458,,671 ,,17748,39,3,15774,573,187111,159905,1170138 ,Africa
Mauritania,18429,+27,455 ,,17707,267,14,3879,96,234909,49449,4750525 ,Africa
Guadeloupe,14555,,198 ,,2242,12115,18,36371,495,180000,449796,400181 ,North America
Somalia,13915,,713 ,,5847,7355,,856,44,111801,6876,16258940 ,Africa
Mali,13896,+38,485 ,+1,8685,4726,,670,23,255738,12336,20731747 ,Africa
Cambodia,13790,+388,97 ,+4,5200,8493,,815,6,914398,54072,16910843 ,Asia
Guyana,13404,+121,298 ,+2,11299,1807,17,16973,377,123880,156868,789709 ,South America
Burkina Faso,13319,+9,157 ,,13053,109,,623,7,179998,8421,21376120 ,Africa
Tajikistan,13308,,90 ,,13218,0,,1370,9,,,9714711 ,Asia
Andorra,13232,,125 ,,12684,423,18,171027,1616,193595,2502262,77368 ,Europe
Haiti,13094,,254 ,,12148,692,,1137,22,60085,5217,11517868 ,North America
Togo,12992,+25,123 ,,11249,1620,,1540,15,311597,36923,8439039 ,Africa
Belize,12668,,323 ,,12218,127,1,31387,800,117641,291476,403604 ,North America
Curaçao,12207,+12,110 ,+1,11665,432,22,74139,668,95244,578460,164651 ,North America
Hong Kong,11783,+8,210 ,+1,11432,141,3,1561,28,11193673,1483092,7547522 ,Asia
Martinique,11253,,75 ,,98,11080,33,30006,200,157145,419028,375023 ,North America
Djibouti,11121,+21,145 ,+2,10748,228,,11122,145,149630,149643,999911 ,Africa
Papua New Guinea,11119,+82,115 ,+8,9302,1702,,1224,13,93283,10265,9087299 ,Australia/Oceania
Trinidad and Tobago,11072,+248,171 ,+2,8546,2355,8,7890,122,131927,94015,1403260 ,North America
Lesotho,10731,,316 ,,6267,4148,,4976,147,79490,36863,2156361 ,Africa
Congo,10678,,144 ,,8208,2326,,1897,26,92500,16429,5630256 ,Africa
Aruba,10650,+12,99 ,,10402,149,14,99400,924,148931,1390021,107143 ,North America
South Sudan,10583,,115 ,,10312,156,,936,10,151582,13411,11302639 ,Africa
Bahamas,10453,,199 ,,9494,760,4,26372,502,86984,219454,396365 ,North America
Suriname,10428,+65,204 ,,9359,865,26,17645,345,51013,86317,590998 ,South America
Benin,7821,,99 ,,7580,142,35,631,8,590214,47654,12385279 ,Africa
Equatorial Guinea,7694,,112 ,,7279,303,7,5340,78,123169,85479,1440927 ,Africa
Nicaragua,6898,,182 ,,4225,2491,,1031,27,,,6689960 ,North America
Iceland,6472,,29 ,,6253,190,4,18864,85,600005,1748857,343084 ,Europe
CAR,6411,,88 ,,5112,1211,2,1309,18,40907,8350,4899311 ,Africa
Yemen,6325,+8,1229 ,+3,2794,2302,23,208,40,24923,821,30369014 ,Asia
Gambia,5898,,174 ,,5357,367,3,2385,70,71116,28761,2472661 ,Africa
Seychelles,5873,,28 ,,5101,744,,59411,283,21504,217535,98853 ,Africa
Niger,5229,+1,191 ,,4855,183,18,210,8,99176,3979,24926972 ,Africa
San Marino,5066,,90 ,,4917,59,4,149044,2648,61499,1809326,33990 ,Europe
Chad,4824,+7,170 ,,4430,224,,287,10,114046,6783,16814496 ,Africa
Saint Lucia,4560,+8,74 ,,4368,118,2,24739,401,40466,219536,184325 ,North America
Gibraltar,4283,,94 ,,4186,3,1,127156,2791,234751,6969421,33683 ,Europe
Sierra Leone,4057,+3,79 ,,3076,902,,500,10,152747,18832,8111176 ,Africa
Channel Islands,4055,,86 ,,3956,13,1,23146,491,454413,2593770,175194 ,Europe
Burundi,4018,+23,6 ,,773,3239,,330,0.5,90019,7389,12182658 ,Africa
Barbados,3863,+8,44 ,,3783,36,,13429,153,153836,534769,287668 ,North America
Comoros,3838,+4,146 ,,3674,18,,4337,165,,,884919 ,Africa
Guinea-Bissau,3736,+2,67 ,,3327,342,9,1862,33,63774,31785,2006429 ,Africa
Eritrea,3671,,10 ,,3492,169,,1023,3,23693,6605,3587124 ,Africa
Vietnam,2942,+14,35 ,,2548,359,,30,0.4,2598753,26500,98066119 ,Asia
Liechtenstein,2936,+10,57 ,,2792,87,6,76820,1491,39109,1023287,38219 ,Europe
New Zealand,2613,,26 ,,2564,23,,522,5,2013539,402539,5002100 ,Australia/Oceania
Monaco,2457,+3,32 ,,2369,56,1,62245,811,51953,1316165,39473 ,Europe
Timor-Leste,2396,+120,3 ,,1157,1236,,1789,2,66785,49868,1339228 ,Asia
Bermuda,2393,,28 ,,1820,545,28,38543,451,239584,3858905,62086 ,North America
Turks and Caicos,2390,+2,17 ,,2343,30,2,61046,434,55521,1418125,39151 ,North America
Sao Tome and Principe,2302,,35 ,,2241,26,,10345,157,12999,58415,222528 ,Africa
Sint Maarten,2230,,27 ,,2187,16,1,51525,624,26359,609034,43280 ,North America
Liberia,2099,,85 ,,1949,65,2,407,16,95315,18487,5155897 ,Africa
St. Vincent Grenadines,1864,,11 ,,1719,134,2,16758,99,45183,406201,111233 ,North America
Saint Martin,1745,,12 ,,1399,334,7,44502,306,27588,703560,39212 ,North America
Isle of Man,1589,+2,29 ,,1548,12,1,18605,340,44761,524091,85407 ,Europe
Caribbean Netherlands,1559,+1,16 ,,1530,13,,58997,605,10025,379376,26425 ,North America
Antigua and Barbuda,1232,,32 ,,1014,186,1,12495,325,16700,169366,98603 ,North America
Mauritius,1211,+2,17 ,,1088,106,,951,13,358675,281640,1273525 ,Africa
Taiwan,1132,+3,12 ,,1053,67,,47,0.5,539626,22623,23852669 ,Asia
Bhutan,1106,+32,1 ,,990,115,,1420,1,707405,908489,778661 ,Asia
St. Barth,974,,1 ,,462,511,,98364,101,26385,2664613,9902 ,North America
